,advertiser,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
59,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,apple iphone 13 128gb blue plavi top novo novoo garancija zamjena da,Splitsko-dalmatinska,rabljeno,720,sve na jednom mjestu mixshop prodaje se apple iphone 13 mobitel 4gb ram 128gb interna memorija 6.1 inca display 4k kamera kratko koristen i gotovo ne koristen mobitel perfektno stanje kao novo novoo sva originalna oprema tvornicki otkljucan na sve mreze uvijek na stanju razne boje svi nasi uredjaji su eu europski modeli garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine,41386720,20.11.2023.,70
60,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,apple iphone 13 256gb green zeleni top novo novoo garancija zamjena da,Splitsko-dalmatinska,rabljeno,755,sve na jednom mjestu mixshop prodaje se apple iphone 13 mobitel 4gb ram 256gb interna memorija 6.1 inca display 4k kamera kratko koristen i gotovo ne koristen mobitel perfektno stanje kao novo novoo sva originalna oprema tvornicki otkljucan na sve mreze uvijek na stanju razne boje svi nasi uredjaji su eu europski modeli garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine,41386698,20.11.2023.,76
61,aphr0dite,iphone 13 128gb moguce zamjene,Koprivničko-križevačka,rabljeno,500,mobitel je u ocuvanom stanju vidi se na slici s iskljucenim zaslonom da ekran ima crtica . icloud odjavljen zdravlje baterije na 91%. face id i sve ostale funkcije ispravne. dolazi s originalnom kutijom silikonskom maskicom postavljenim novim kaljenim staklom te kabelom za punjenje. moguce zamjene za ps4 ps5 uz vasu nadoplatu. ponude odmah poslati s par slika i kratkim opisom. ozbiljnom kupcu poklanjam novi 20w punjac. primopredaja koprivnica i okolica. moguce slanje postom. prvi kontakt pozeljno preko njuskalo poruka sms ili whatsapp.,42029142,20.11.2023.,121
62,Zalagaonice.com - OTKUP / PRODAJA,iphone 13 128 gb,Grad Zagreb,rabljeno,465,uredjaj je koristen i ocuvan stanje 9 10 aktiviran 20.11.2023. istekla garancija plava boja zdravlje baterije 96% kartice rate 510 00 m 3.842 60kn,42052817,20.11.2023.,209
63,p400pro,iphone 13 128gb max ocuvano racun garancija kutija. baterija 100%,Grad Zagreb,rabljeno,520,iphone 13 128gb crni. max ocuvano racun 13.02.2023 garancija kutija originalni usb kabel poklon maskica. dok je u oglasu nije prodano. ne zanimaju me zamjene ni ponude nize cijene. cijena je fiksna 091 7622 524,42052343,20.11.2023.,143
64,Smart Doctor,apple iphone 13 256 gb rabljeno do 36 rata,Osječko-baranjska,rabljeno,600,uredjaj apple iphone 13 256 gb stanje uredjaja rabljeno jamstvo na uredjaj 3 mj. baterija 84% pisana garancija uz svaki uredjaj mreze slobodan uredjaj cijena za gotovinu 600 00 cijena za kartice 660 00 svi rabljeni uredjaji su testirani ostecenja prikazana na slikama ukoliko postoje. garancija na polovne uredjaje moze biti tvornicka ukoliko uz uredjaj ide tvornicki racun ili 3 mjeseca garancija smart doctor servisa ukoliko uredjaj nema tvornicko jamstvo. mogucnost placanja na rate karticama erste diners do 36 rata visa premium do 12 rata u ponudi veliki izbor mobilnih telefona i dodatne opreme za mobilne telefone brzi servis mobilnih telefona brzo i efikasno rjesavamo sve probleme na mobilnim telefonima.,41890631,20.11.2023.,102
65,Gogi13,iphone 13 256gb,Istarska,rabljeno,600,top stanje star godinu dana. otkljucan na sve mreze. 256gb. zdravlje baterije 89%. sa kutijom i kabelom za punjenje.,42050123,19.11.2023.,35
66,cevi21,iphone 13,Šibensko-kninska,rabljeno,400,koristen 2 godine prodajem jer je kupljen novi. stanje vidljivo na slikama 2 3 ogrebotine 8 10. baterija 87 %.,42046938,19.11.2023.,124
67,baranovic88,iphone 13,Splitsko-dalmatinska,rabljeno,550,prodajem iphone 13 256gb ocuvan. stalno s maskicom i zastitnim staklom.,42046406,19.11.2023.,19
68,Domagoj98765,iphone 13 gratis punjac i maskica,Grad Zagreb,rabljeno,530,prodajem iphone 13 u odlicnom stanju uz mobitel ide gratis maskica i punjac za iphone zdravlje baterije na 89% molim kontakt preko whatsapp a ili preko njuskalo chat a,41982821,19.11.2023.,480
69,mark1224,iphone 13 10 10 128gb,Grad Zagreb,rabljeno,480,iphone 13 128gb midnight stanje odlicno nema crtice na ekranu zdravlje baterije 86% face id i sve ostalo radi kutija iglica kabel i maskica zamjene ne dolaze u obzir,41758785,19.11.2023.,868
70,yuli,iphone 13,Grad Zagreb,rabljeno,650,prodajem iphone 13 star 6mj stanje 10 10.. prodajem jer se ne nogu naviknuti na mob.. moze zamjena za samsung s23 mob je plavi ima kaljeno od pocetka maskice dvije na poklon original punjac ima kutiju.,42041940,18.11.2023.,168
71,ZVONIMIR543,iphone 13 128gb baterija 90% star godinu dana,Zadarska,rabljeno,550,prodaje se iphone 13 128gb starosti godinu dana te nema nikakvih greski i ostecenja. nalazi se benkovcu salanje tisak paket ili hp preuzimanje. kontakt broj 0.9.5.5.5.1.8.0.0.8.,41545018,18.11.2023.,236
72,jularic007,iphone 13 128gb bijeli,Grad Zagreb,rabljeno,570,prodajem iphone 13 128gb bijeli bez znakova koristenja baterija na 87% cijelo vrijeme koristenja bio u zastitnoj maski 360stupnjeva zastite sto se vidi po prilozenim slikama. dolazi sa kutijom kablom i maskom. molim bez zamijena samo prodaja. zahvaljujem.,41691330,18.11.2023.,266
73,karin100,iphone 13 128 gb plavi,Grad Zagreb,rabljeno,530,prodajem iphone 13 128gb plavi u odlicnom stanju kao nov kupljen u istyleu od prvog dana ima na sebi zastitno staklo i maskicu tako da je bez ogrebotine. star je godinu i pol. uz mobitel dolazi kutija kabel za punjenje 4 maskice i racun.,42029829,18.11.2023.,212
74,Rifla,iphone 13 green,Zagrebačka,rabljeno,650,iphone 13 128gb tamno zeleni baterija 91% u odlicnom stanju uz niega dolaze dvije orginal magsafe maskice crvena i prozirna zamjena za 14 pro,41732338,18.11.2023.,272
75,Samuelzagorje,iphone 13 93% zdravlje baterije,Varaždinska,rabljeno,600,prodajem zeleni iphone 13 128 gb. zdravlje je 93%. uz mobitel dolazi kutija kabel i maskice. moguca primopredaja u cakovcu varazdinu ili krapini.,42028654,18.11.2023.,41
76,deva01,i phone 13 blue 128 gb,Grad Zagreb,rabljeno,505,prodaje se i phone 13 ocuvan kao nov .sa maskicom plavom i sa zastitnom folijom iza .nigdje zgreban.nikad pao.baterija 94 posto. ne saljek postom .vidi slike,41744045,17.11.2023.,355
77,mark1224,iphone 13 89% zdravlje baterije,Grad Zagreb,rabljeno,520,iphone 13 128gb midnight stanje odlicno zdravlje baterije 89% face id i sve ostalo radi kutija iglica i maskica zamjene ne,41891845,17.11.2023.,573
78,Okram28,apple iphone 13 128gb green,Grad Zagreb,rabljeno,550,prodajem apple iphone 13 128gb green koristen godinu i mjesec dana zdravlje baterije 93% boja green razlog prodaje kupljen noviji model uz mobitel dajem kabel punjac s c nastavkom za brze punjenje i maskicu iphone 13 clear case with magsafe u kojoj je bio cijelo vrijeme a preko maskice mozete puniti i bezicno apple magsafe mobitel je konstano bio u ogrinalnoj maskici imao zastitu za kameru i staklo slikano za zastitnim staklom koji je jos uvijek na njemu jedno minimalno ostecenje oznaceno na slici zelenim krugom nisam zainteresiran za zamjene,41981906,17.11.2023.,439
79,313ctr0n,iphone 13 128gb baterija 96%,Splitsko-dalmatinska,rabljeno,589,mobitel aktiviran 18.08.2022. garancija je istekla. mobitel je bez ogrebotine. zdravlje baterije 96% uz mobitel dvije maskice i punjac adapter te kutija i originalni kabel. uz mobitel je moguca kupnja apple watch a se gps 44mm space gray. ukoliko kupite oba uredjaja moguc dogovor oko cijene.,41726967,17.11.2023.,146
80,stelica222,i phone 11 yellow 128 gb,Grad Zagreb,rabljeno,500,prodajemo iphone 11. zute boje. 128 gb 2019. apple inc na fotkama se vidi ogrebeno staklo. staklo nije mijenjano. prepustamo tu radnju novom kupcu. bez obzira na navedeno mobitel je u u top stanju. 15 4 cm 6 1 liquid retina hd zaslon s gustocom 326 piksela po incu. dvostruka kamera s iznimno sirokom rezolucijom 12 12 2 mpx. opticka stabilizacija slike smart hdr i poboljsan nocni nacin. a13 bionic super cip napajanja s naprednim strojnim ucenjem. savrsena zastita od vode ip68 vrlo pouzdan citac lica.,41754992,17.11.2023.,296
81,shadzic,iphone 13 128 gb plavi battery 86%,Primorsko-goranska,rabljeno,450,prodajem iphone 13 128 gb plavi kao nov stanje baterije 86%. primopredaja iskljucivo osobno rijeka i okolica.,41739154,17.11.2023.,161
82,mobtechnix,apple iphone 13 128gb midnight novo racun garancija,Istarska,rabljeno,640,apple iphone 13 128 gb midnight novo s racunom i garancijom do 10 2024 baterija 100% uredjaj koristen par dana.,42012698,16.11.2023.,44
83,SaraPaligoric,prodajem iphone 13 128 gb 550,Splitsko-dalmatinska,rabljeno,550,prodajem iphone 13 128 gb. mobitel je kupljen 12 21. mobitel nema niti jedno ostecenje od prvog dana je bio u silikonskoj maskici koju poklanjam uz njega . uz mobitel ide apple lightning to usb cable original pakiranje. zdravlje baterije je 91%.,42012655,16.11.2023.,56
84,paag,apple iphone 13 256gb zeleni,Zadarska,rabljeno,600,prodajem navedeni uredjaj koristen par dana bez ijedne crtice stanje novo 10 10 pod garancijom,42011686,16.11.2023.,187
85,mladen1202,iphone 13 256 gb,Primorsko-goranska,rabljeno,500,baterija 89% stanje 9 10 dolazi uz kutiju. 256 gb oglas iz usluge zvati na 099 435 1392,42010710,16.11.2023.,56
86,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,apple iphone 13 128gb white bijeli top novo novoo garancija zamjena da,Splitsko-dalmatinska,rabljeno,720,sve na jednom mjestu mixshop prodaje se apple iphone 13 mobitel 4gb ram 128gb interna memorija 6.1 inca display 4k kamera kratko koristen i gotovo ne koristen mobitel perfektno stanje kao novo novoo sva originalna oprema tvornicki otkljucan na sve mreze uvijek na stanju razne boje svi nasi uredjaji su eu europski modeli garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine,41386722,16.11.2023.,77
87,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,apple iphone 13 256gb pink rozi top novo novoo garancija zamjena da,Splitsko-dalmatinska,rabljeno,755,sve na jednom mjestu mixshop prodaje se apple iphone 13 mobitel 4gb ram 256gb interna memorija 6.1 inca display 4k kamera kratko koristen i gotovo ne koristen mobitel perfektno stanje kao novo novoo sva originalna oprema tvornicki otkljucan na sve mreze uvijek na stanju razne boje svi nasi uredjaji su eu europski modeli garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine,41386700,16.11.2023.,64
88,adriano999,iphone 13,Zadarska,rabljeno,520,top stanje 0989151520,42006521,16.11.2023.,70
89,Bobo2203,iphone 13 128 gb blue kao nov,Grad Zagreb,rabljeno,500,prodajem iphone 13 128 gb plave boje. uz uredjaj dolazi 20w usb c power adapter apple lightning to usb cable 1m novo kaljeno staklo kaljeno staklo koje je trenutno na uredjaju 3 zastitne maskice 2 prozirne i 1 prozirno plava originalna kutija igla za otvaranje sim kartice zdravlje baterije 87% vidljivo na slici u oglasu od prvog dana je na njemu kaljeno staklo te zastitna maskica razlog prodaje je kupnja novijeg modela. mobitel je kupljen u istyle u u veljaci 2022. godine. otkljucan je na sve mreze preuzimanje je iskljucivo osobno u zagrebu lokacija prema dogovoru zamjene me ne interesiraju.,42002315,15.11.2023.,384
90,Tin103,iphone 13,Zagrebačka,rabljeno,540,prodajem iphone 13 rabljen u dobrom stanju. zdravlje baterije 89%,42001587,15.11.2023.,288
91,dk1974,iphone 13 256 gb,Splitsko-dalmatinska,rabljeno,650,stanje 10 10 cijelo vrijeme koristenja zasticen bez ikakvih ostecenja. baterija 87%. zamjene iskljucene jer sam kupio novi mobitel. ne saljem postom iskljucivo gotovinsko placanje. cijena 650 eura fiksna.,41874507,15.11.2023.,99
92,Rokojakelic,iphone 13,Grad Zagreb,rabljeno,550,iphone 13 128gb baterija 97% racun garancija kutija.,41991146,15.11.2023.,353
93,RenatoErceg7,prodajem iphone 13 128gb,Grad Zagreb,rabljeno,450,prodajem modri iphone 13 od 128gb neostecen i ocuvan mobitel dolazi i sa 8 razlicitih maskica malo ostecenim sigurnosnim i zastitnim staklom ekran neostecen i punjacem.,41991832,14.11.2023.,5307
94,mzg,iphone 13,Grad Zagreb,rabljeno,500,prodaje se iphone 13 koristen stanje baterije 93% 128 gb midnight blue. uz mobitel poklanjam dvije nove maske roza i prozirna kabel i nove slusalice.,41990952,14.11.2023.,399
95,niko5678,iphone 128gb sve mreze,Šibensko-kninska,rabljeno,500,mobitel iphone 13 plavi. star godinu i pol dana. ne zelim zamjenu uz nadoplatu samo kupci koji zele kupiti. bio u maski i od prvog dana. original punac. uz mobitel dajem i original punjac za i struju koji se inace kupuje posebno.,41988610,14.11.2023.,51
96,livada123,iphone 13 128 gb,Virovitičko-podravska,rabljeno,500,iphone 13 midnight blue 128 gb zdravlje baterije 86% stanje odlicno prvi vlasnik u maskici i kaljenom staklu cijelo vrijeme,41980662,13.11.2023.,106
97,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,apple iphone 13 128gb red crveni top novo novoo garancija zamjena da,Splitsko-dalmatinska,rabljeno,720,sve na jednom mjestu mixshop prodaje se apple iphone 13 mobitel 4gb ram 128gb interna memorija 6.1 inca display 4k kamera kratko koristen i gotovo ne koristen mobitel perfektno stanje kao novo novoo sva originalna oprema tvornicki otkljucan na sve mreze uvijek na stanju razne boje svi nasi uredjaji su eu europski modeli garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine,41386721,13.11.2023.,63
98,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,apple iphone 13 256gb black crni top novo novoo garancija zamjena da,Splitsko-dalmatinska,rabljeno,755,sve na jednom mjestu mixshop prodaje se apple iphone 13 mobitel 4gb ram 256gb interna memorija 6.1 inca display 4k kamera kratko koristen i gotovo ne koristen mobitel perfektno stanje kao novo novoo sva originalna oprema tvornicki otkljucan na sve mreze uvijek na stanju razne boje svi nasi uredjaji su eu europski modeli garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine,41386717,13.11.2023.,55
99,Palma79,iphone 13 128gb ruzicaste boje koristen,Splitsko-dalmatinska,rabljeno,600,prodajem iphone 13 128gb ruzicaste boje koristen. mobitel je zakljucan i potrebno ga je otkljucavati. na ekranu stoji poruka iphone je zakljucan na vlasnika . odlicno je ocuvan i bez ostecenja sve kao na slikama . moze posluziti i za rezervne dijelove.,41373431,13.11.2023.,316
100,BB12344,iphone 13 128gb black apple care,Grad Zagreb,rabljeno,530,iphone 13 128gb black zdravlje baterije 88% apple care dodatno osiguranje protiv krade i ostecenja do 25.04.2024. mobitel je ocuvan uz minimalne tragove koristenja ostecenja slikana detaljno na posebnim slikama uz mobitel dolazi sva oprema kabel kutija i original apple crvena silikonska maska,41970201,12.11.2023.,130
101,sveisvastass,iphone 13 128gb bez ogrebotine crni,Zagrebačka,rabljeno,460,iphone 13 128gb odlican bez ogrebotine odlican baterija 89% stalno cuvam u maskici i zastitnim staklom 2 godine star crni komplet u kutiji,41969062,12.11.2023.,94
102,xyxx,iphone 13 128gb,Splitsko-dalmatinska,rabljeno,635,prodajem apple iphone 13 128 gb plavi. doslovice kao nov. icloud free. sim card free slobodan uredaj . tempered glass. maskica. ostale info na mob 385958619474,41965979,12.11.2023.,31
103,ggoran2000,iphone 13,Grad Zagreb,rabljeno,525,ocuvan iphone 13.128 gb. midnight blue. baterija 91 %. uz mobitel ide staklo i quad lock zastita.,41634015,11.11.2023.,919
104,maja2498,iphone 13 starlight 128gb,Grad Zagreb,rabljeno,600,prodajem iphone 13 bijeli 128gb. kupljen u studenom 2021. god preko a1 pretplate. nosen uvijek u maskici i ima kaljeno staklo od prvog dana. nema tragove koristenja te zdravlje baterije na 88%. uz mobitel ide kutija punjac te 5 6 maskica ako zelite. sve info na broj 091 498 2481,41960480,11.11.2023.,510
105,prodaja0002,iphone 13 128 gb,Grad Zagreb,rabljeno,570,prodajem navedeni uredjaj koristen od kraja 5. mjeseca kao drugi telefon. garancija do 5 24 baterija 100% bez tragova koristenja kaljeno staklo i maska od 1.minute,41939896,10.11.2023.,510
106,kiiracc,iphone 13 256gb plavi,Istarska,rabljeno,600,prodajem iphone 13 256gb u plavoj boji. mobitel je koristen zadnjih godinu dana. stanje 10 10. uredjaj je od provoga dana nosen u maskici i zastitnom staklu. kapacitet baterije je 91%. iskljucivo prodaja ne prihvacam zamjene zbog kupnje novog mobitela. takodjer uz sam mobitel poklanjam maskice sa slika. za jos pitanja stojim na raspolaganju.,41938796,10.11.2023.,60
107,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,apple iphone 13 128gb pink rozi top novo novoo garancija zamjena da,Splitsko-dalmatinska,rabljeno,720,sve na jednom mjestu mixshop prodaje se apple iphone 13 mobitel 4gb ram 128gb interna memorija 6.1 inca display 4k kamera kratko koristen i gotovo ne koristen mobitel perfektno stanje kao novo novoo sva originalna oprema tvornicki otkljucan na sve mreze uvijek na stanju razne boje svi nasi uredjaji su eu europski modeli garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine,41386719,09.11.2023.,90
108,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,apple iphone 13 128gb green zeleni top novo novoo garancija zamjena da,Splitsko-dalmatinska,rabljeno,720,sve na jednom mjestu mixshop prodaje se apple iphone 13 mobitel 4gb ram 128gb interna memorija 6.1 inca display 4k kamera kratko koristen i gotovo ne koristen mobitel perfektno stanje kao novo novoo sva originalna oprema tvornicki otkljucan na sve mreze uvijek na stanju razne boje svi nasi uredjaji su eu europski modeli garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine,41386718,09.11.2023.,66
109,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,apple iphone 13 256gb blue plavi top novo novoo garancija zamjena da,Splitsko-dalmatinska,rabljeno,755,sve na jednom mjestu mixshop prodaje se apple iphone 13 mobitel 4gb ram 256gb interna memorija 6.1 inca display 4k kamera kratko koristen i gotovo ne koristen mobitel perfektno stanje kao novo novoo sva originalna oprema tvornicki otkljucan na sve mreze uvijek na stanju razne boje svi nasi uredjaji su eu europski modeli garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine,41386701,09.11.2023.,47
110,coguar,iphone 13 128gb bez ogrebotine,Splitsko-dalmatinska,rabljeno,650,bez ogrebotine baterija 96% nikad padao. orginal kutija kabel mogucnost placanja na rate otp karticom kod osobnog dolaska. preferiramo da dodjete po uredjaj i osobno ga pregledate.,41920571,08.11.2023.,31
111,Ataldinio,apple iphone 13 plavi,Grad Zagreb,rabljeno,600,prodajem iphone 13 super stanje bez ogrebotine jako dobro cuvan kutija i racun plus 4 maskice gratis cijena nije fiksna,41891088,06.11.2023.,197
112,mobprodajazg,iphone 13 256 gb 90%bat,Grad Zagreb,rabljeno,600,iphone 13 256 gb otvoren na sve mreze baterija 90% mjenan ekran ima poruku da je raden servis maskica na poklon kabel za punjenje sve radi kao od prvog dana sve je moguce isprobati zastitno staklo i komplet punjac uz mobitel 600e,41591050,06.11.2023.,179
113,Ivantolicc,iphone 13 128gb crni,Grad Zagreb,rabljeno,500,prodajem iphone 13 odlicno stanje bez ostecenja. uz mobitel ide kutija punjac i 2 maskice .,41886543,05.11.2023.,396
114,V3K1C4,iphone 13 128 gb plavi top stanje,Bjelovarsko-bilogorska,rabljeno,600,na prodaju iphone 13 stanje 10 10 bez tragova koristenja. sve je u potpunosti ispravno i nikad nista nije mjenjano. uz mobitel idu kutija i kabal. zdravlje baterije je na 87%. cijena iznosi 600 moguc dogovor.,41882573,05.11.2023.,69
115,V3K1C4,iphone 13 128 gb crni,Bjelovarsko-bilogorska,rabljeno,550,na prodaju iphone 13 u vrlo dobrom stanju 9 10 sve vidljivo na slikama. na mobitelu je sve u potpunosti ispravno i originalno nikad nista nije mjenjano ili popravljano. zdravlje baterije je 88%. uz mobitel idu kaljeno staklo kutija maskica i kabal. cijena iznosi 550 moguc dogovor.,41882512,05.11.2023.,62
116,marko83makicic,iphone 13 baterija 92%,Grad Zagreb,rabljeno,550,prodaje se iphone 13 128gb kutija racun punjac maskica iglica rsim kartica zdravlje baterije 92% folija na ekranu stanje 9.5 10 zakljucan na mrezu three ie icloud otkljucan mize se koristit na sve mreze putem rsim kartice ili jailbreak ili otkljucati. moguca zamjena za iphone 14 pro uz moju nadoplatu,41880990,05.11.2023.,312
117,Dashh,iphone 13 starlight 128 gb,Grad Zagreb,rabljeno,620,iphone 13 starlight 128 gb prodajem iphone 13 starlight 128 gb. mobitel je u super stanju ocuvan i odrzavan vide se normalni tragovi koristenja. baterija 88%. mobitel dolazi uz svoje originalne papire kutiju originalni kabel za punjenje te uz mobitel poklanjam silikonsku maskicu. cijena 620 0919869610,41577497,04.11.2023.,377
