,advertiser,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
62,goranrgn,iphone 12 64gb vrhunsko stanje ,Grad Zagreb,rabljeno,400,posredujem u prodaji iphone a 12 sa 64 gb memorije u crnoj boji. mobitel je kupljen u zagrebu preko teleoperatera posjedujem racun otkljucan je na sve mreze bez ostecenja ovo na slikama je zastitno kaljeno staklo koje nije skinuto dok se mobitel neproda i ogrebotina koristen sa maskicom i zastitnim staklom. baterija je na 86%. mobitel je updatean sa novim ios 17.x.x. zainteresiranima saljem dodatne slike putem whatsapp a ili maila. moguca provjera preuzimanje i proba mobitela u zagrebu. saljem na adresu gdjegod kupac placa postarinu. uz mobitel ide pripadajuci kabel za punjenje i nekoliko smekerskih maskica d te dolazi sa orginalnom kutijom. placanje kriptom kesom ili uplatom na karticu. kombinacije iskljucene korekcija cijene moguca. email goran.rgn gmail.com mob 0911688821 kontakt pozivom sms om whatsapp om mailom....,42033591,18.11.2023.,58
63,Njuskalo_VZ,iphone 12 blue 64gb stanje odlicno,Varaždinska,rabljeno,420,u jako dobrom stanju orginal pakiranje plus maskica na poklon. radi na sve mreze zdravlje baterije 80%. cijena fiksna. zamjena za samsung ili jeftiniji iphone ponude u inbox.,36314453,18.11.2023.,238
64,sanja-sanja,apple iphone 12 64gb crni kao nov ,Dubrovačko-neretvanska,rabljeno,350,prodajem iphone 12 64gb u vrhunskom stanju kupljen u veljaci 2022. . mobitel je od prvog dana u maskici takodjer od prvog dana kaljeno staklo na ekranu . zdravlje baterije je na 87 %. uz mobitel dolazi kabel 4 maskice na poklon te kaljeno staklo na ekranu. dolazi sa orginalnom kutijom i pripadajucim sadrzajem. ne zanimaju me zamjene.,42029365,18.11.2023.,59
65,adrianzd007,iphone 12 128 gb crni,Grad Zagreb,rabljeno,350,prodajem ocuvani iphone 12 128 gb. moguce osobno preuzimanje u zagrebu za vise informacija whatsapp na broj 0997475254.,42029219,18.11.2023.,194
66,oshitwaddup,iphone 12 blue 128gb,Grad Zagreb,rabljeno,299,prodajem navedeni mobitel. vidljivi tragovi koristenja sva ostecenja su na fotkama. uz njega ide nekoliko maskica punjac 5w s kablom kutija. zdravlje baterije 83%. radi bez greske.,42022391,17.11.2023.,286
67,vitodrevn,iphone 12 black 64gb max ocuvan 92%zdravlje bat.,Varaždinska,rabljeno,400,prodajem iphone 12 crni 64gb ocuvan maksimalno od prvog dana maskica na njemu. 92%zdravlje baterije. racun punjac i kutija idu uz mobitel.,42021678,17.11.2023.,29
68,Mina83,iphone 12 256gb black,Istarska,rabljeno,500,na prodaju je iphone 12 crne boje sa 256gb memorije u odlicnom je stanju te dolazi sa orginalnom ambalazom.,41663377,17.11.2023.,116
69,mirobarnjak7,prodajem iphone 12 64gb gratis punjac i maskice,Grad Zagreb,rabljeno,350,prodajem iphone 12 64 gb u odlicnom stanju bez ogrebotina crne boje. mobitel ima kaljeno staklo tako da je ekran maksimalno ocuvan. racun ima garancija istekla prije par mjeseci. zdravlje baterije je na 86% mobitel se prodaje jer se ne koristi uz mobitel ide i kutija dostupno odmah za ozbiljne kupce moguca mala korekcija cijene kontakt 091 618 3929,42018240,17.11.2023.,72
70,matj31,iphone 12 64 gb,Osječko-baranjska,rabljeno,450,prodajem iphone 12 64 gb. mobitel je bio u maskici i kaljenom staklu od prvog dana te je ocuvan. zdravlje baterije je 80%,42011458,16.11.2023.,43
71,scaplja,prodajem iphone 12 64 gb split zamjena,Splitsko-dalmatinska,rabljeno,300,prodajem potpuno ispravan iphone 12 64 gb uz mobitel poklanjam i tri maske a mozemo se dogovoriti i za punjac ako je nekome neophodan. cijena nije fiksna a kratkotrajna ponuda je da nudim ovaj mobitel i potpuno novi iphone 14 128 gb vakumiran sa racunom i garancijom u zamjenu za iphone 14 pro max 256 gb.,42011242,16.11.2023.,103
72,PCshop-Vu-info,iphone 12 64 gb kao nov dodatna oprema povoljno ,Vukovarsko-srijemska,rabljeno,549,prodajem iphone 12 kapaciteta 64 gb bez tragova koristenja kao nov. od prvoga dana u zastitnoj maskici i kaljenom staklu. uz njega ide racun kutija kabel za punjenje kaljeno staklo i magsafe maskica magsafe novcanik i krpa za ciscenje. icloud cist. cijena 550 . postovani molio bih vas da procitate dolje navedeni tekst slanje pruzimanje paketa ako zivite u vukovaru i okolici slobodni ste doci i pogledati uzivo svaki od navedenih oglasa. paket vam mogu poslati postom ili overseas kurirskom sluzbom. u slucaju slanja paketa postom mozete mi uplatiti novac na racun ili platiti pouzecem. vi snosite troskove postarine. cijena slanja paketa putem overseas kurirske sluzbe iznosi 30kn cijena moze biti veca ako se radi o tezem i vecem predmetu . molio bih vas da imate obzira i u slucaju slanja paketa pouzecem nema predomisljanja moji troskovi su u tom slucaju duplo veci stoga vas molim za ozbiljnost. kontakt mozete me kontaktirati putem e mail adrese opcija kontaktirajte oglasivaca ili putem mobitela 095 853 0787. imajte na umu da kupujete stvari od privatne osobe. stvari nisu nove a omjer cijene i kvalitete jeste svakako realan. oko korekcije nekih cijena se mozemo dogovoriti ali imajte na umu takodjer i da to nije poziv na cjenkanje. ukoliko imate dodatnih upita u vezi oglasa javite mi se slobodno i rado cu vam dati dodatne informacije poslati detaljnije slike i slicno . sto se tice jamstva za neke proizvode ukoliko jamstvo jos uvijek postoji naglasit cu te naravno prilikom slanja proizvoda saljem i jamstveni list i racun. ukoliko je oglas postavljen i vama vidljiv nije potrebno javljati mi se i ispitivati je li prodano ili ne. svaki puta kada prodam proizvod maknem ga sa njuskalo oglasnika. pogledajte i moje ostale oglase hvala vam radujem se nasoj suradnji i srdacan pozdrav ,36139853,16.11.2023.,2048
73,Dejan0911,iphone 12 64 gb,Primorsko-goranska,rabljeno,350,prodajem iphone 12 64 gb u odlicnom stanju. kupljen 31.7.2021. zdravlje baterije 85%. cijena 350,41706647,16.11.2023.,149
74,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,apple iphone 12 64gb red crveni sva oprema garancija baterija 91% ,Splitsko-dalmatinska,rabljeno,620, sve na jednom mjestu mixshop prodaje se apple iphone 12 64gb mobitel 6.1 inca display 4k kamera 64 gb interna memorija 2815mah baterija koristen mobitel sitni tragovi koristenja zdravlje baterije 91% red crvena boja originalna oprema tvornicki otkljucan na sve mreze garancija na sve nase uredjaje takodjer na stanju imamo i drugih raznih boja novih i koristenih uredjaja vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine,36505014,16.11.2023.,920
75,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,apple iphone 12 128gb black crni sva oprema garancija baterija 91% ,Splitsko-dalmatinska,rabljeno,670, sve na jednom mjestu mixshop prodaje se apple iphone 12 128gb mobitel 6.1 inca display 4k kamera 128 gb interna memorija 2815mah baterija koristen mobitel sitni tragovi koristenja zdravlje baterije 91% black crna boja originalna oprema tvornicki otkljucan na sve mreze garancija na sve nase uredjaje takodjer na stanju imamo i drugih raznih boja novih i koristenih uredjaja vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine,36505009,16.11.2023.,989
76,sandi_90,iphone 12 povoljno ,Grad Zagreb,rabljeno,320,prodajem bijeli iphone 12 128 gb kupljen prije dvije godine ima problem,41997334,16.11.2023.,325
77,LektoriranjeM,apple iphone 12 64gb ljubicasti,Grad Zagreb,rabljeno,370,prodajem iphone 12 ljubicasti 64gb. koristen cijelo vrijeme sa zastitnom maskicom i zastitnim staklom. bez ogrebotina na zaslonu i poledini. max kapacitet baterije 87%. uz mobitel poklanjam i novu maskicu sa slike. razlog prodaje je kupovina novog iphonea.,41553892,16.11.2023.,419
78,Ema0604,iphone 12 128gb,Grad Zagreb,rabljeno,360,prodajem iphone 12 128gb star nesto manje od dvije godine. u super je stanju sve radi normalno. uz mobitel poklanjam i sve zastitne maskice sa slike. zdravlje baterije uslikano. ima tragove koristenja po ekranu sitne crtice koji ne ometaju rad mobitela. razlog prodaje kupnja novog mobitela. cijena podlozna promjeni. za jos pitanja i informacija molim kontakt putem poruka.,42003211,15.11.2023.,641
79,Hollywood21,iphone 12 128 gb,Grad Zagreb,rabljeno,339,kapacitet baterije 79%. dolazi uz kutiju punjac i maskice. odlicno stanje bez ogrebotine. cijena nije fiksna,42001918,15.11.2023.,361
80,Tu_Za_Vas,apple iphone 12 64gb green zeleni kao novoo garancija 64 gb,Dubrovačko-neretvanska,rabljeno,620,moguca i zamjena za drugi uredjaj uz nadoplatu.. prodaje se apple iphone 12 64gb 64 gb green zelena boja zeleni .. mobitel je kratko koristen u super stanju i sa svom originalnom opremom sto dodje kao i kada kupite nov mobitel tvornicki otkljucan na sve mreze.. kontakt telefon 099 685 3035 whatsapp viber zbog terenskog rada na vise linija cesto nisam u mogucnosti da odgovorim na telefonske pozive zato budite slobodni da nazovete ili posaljete poruku na whatsapp ili viber i javljam se u sto kracem roku.. hvala.. tu za vas pogledajte i ostalu ponudu klikom na svi oglasi ovog oglasivaca ,34886121,15.11.2023.,2266
81,Tu_Za_Vas,apple iphone 12 128gb blue plavi kao novoo garancija 128 gb,Dubrovačko-neretvanska,rabljeno,670,moguca i zamjena za drugi uredjaj uz nadoplatu.. prodaje se apple iphone 12 128gb 128 gb blue plava boja plavi .. mobitel je kratko koristen stanje mu je doslovno novo novoo bez i najmanjeg traga koristenja sa garancijom i svom originalnom opremom sto dodje kao i kada kupite nov mobitel tvornicki otkljucan na sve mreze.. kontakt telefon 099 685 3035 whatsapp viber zbog terenskog rada na vise linija cesto nisam u mogucnosti da odgovorim na telefonske pozive zato budite slobodni da nazovete ili posaljete poruku na whatsapp ili viber i javljam se u sto kracem roku.. hvala.. tu za vas pogledajte i ostalu ponudu klikom na svi oglasi ovog oglasivaca ,37894949,15.11.2023.,1006
82,lovro0610,iphone 12 128gb prilika ,Grad Zagreb,rabljeno,400,prodajem iphone 12 128gb ljubicasti. mobitel je koristen ali jako ocuvan cijelo vrijeme nosen u maskici koristila ga je zenska osoba zdravlje baterije je 82%. kao sto je vidljivo na displayu uz mobitel dolazi vlastita kutija kabel adapter i maskica. cijena nije fiksna ali zamjena i nadoplata za drugu robu nije moguca... ne saljem postom ni tiskom samo primopredaja u zivo u zagrebu. za sve upite se javite na broj telefona 0915691158.,41997345,15.11.2023.,317
83,Vanja3347,iphone 12 64gb,Zagrebačka,rabljeno,310,prodajem iphone 12 64gb bez ogrebotine zdravlje baterije 86%,41996089,15.11.2023.,368
84,Dadodado8,iphone 12 64gb hitno ,Grad Zagreb,rabljeno,450,iphone 12 64gb hitno 82% baterije kao nov zastitna folija kutija punjac,40025612,15.11.2023.,1505
85,Dadodado8,iphone 12 smart watch 4,Grad Zagreb,rabljeno,600,kao novo iphone 12 64gb smart watch u odlicnom stanju kutija full oprema,40025657,15.11.2023.,1118
86,kdelic02,iphone 12,Splitsko-dalmatinska,rabljeno,200,prodajem iphone 12 koristen 2 godine kad se azurirao softver 16 poremetio se model u mobitelu i ne moze se vise upaliti prodaje se za dijelove.,41990114,14.11.2023.,201
87,dcubril,iphone 12 black 128 gb,Grad Zagreb,rabljeno,450,prodajem rabljeni iphone12 black 128gb. uredjaje je star 2 5godine. koristen kao drugi mobitel uglavnom nosen u ruksaku i minimalno koristen. maksimalni kapacitet baterije je 89%. bez ogrebotina. nikad ostecen. uredjaj dolazi s kutijom kabelom za punjenje i tri maskice. nije zakljucan na niti jednu mrezu osobno preuzimanje u novom zagrebu. ne saljem postom ne cjenkam se ,41988115,14.11.2023.,387
88,goranri,iphone 12 64 gb crveni,Primorsko-goranska,rabljeno,350,iphone u odlicnom stanju 64 gb prodajem s originalnom kutijom maskicom i kabelom bez ogrebotina. nova zastito staklo je na mobitelu. dolazi i bezicni punjac s mobitelom.,41579675,14.11.2023.,223
89,mat3j97,iphone 12 128gb odlicno stanje rabljeni,Grad Zagreb,rabljeno,350,prodajem iphone 12. uredjaj je plave boje 128gb i radi kao i prvog dana. uz mobitel ide originalna kutija originalni kabel punjac 7 dodatnih maskica 2 originalne apple magsafe . star 3 godine. za vise informacija kontaktirati na broj 0919317000,41726859,14.11.2023.,438
90,daneli29,iphone 12 64gb,Splitsko-dalmatinska,rabljeno,425,iphone 12 64gb baterija 89% apsolutno kao nov bez ijedne ogrebotine s kutijom i kabelom star 3 god,41753967,13.11.2023.,110
91,David5544332217,iphone 12 64gb,Grad Zagreb,rabljeno,340,mobitel ima par sitnih ogrebotina i potrebna zamjena baterije maskice,41982535,13.11.2023.,393
92,Ygaz17,iphone 12,Krapinsko-zagorska,rabljeno,220,mobitel radi plave boje ostecenje na zadnjoj strani dolazi s kutijom i punjacem zdravlje baterije 87 posto koristen 2 5 godine dostava zg..,41981114,13.11.2023.,272
93,Ivona-9,iphone 12 128 gb black,Osječko-baranjska,rabljeno,400,prodajem iphone 12 128 gb black kao nov 84% baterija bez zamjene samo gotovina.,41914607,13.11.2023.,148
94,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,apple iphone 12 64gb green zeleni sva oprema garancija baterija 91% ,Splitsko-dalmatinska,rabljeno,620, sve na jednom mjestu mixshop prodaje se apple iphone 12 64gb mobitel 6.1 inca display 4k kamera 64 gb interna memorija 2815mah baterija koristen mobitel sitni tragovi koristenja zdravlje baterije 91% green zelena boja originalna oprema tvornicki otkljucan na sve mreze garancija na sve nase uredjaje takodjer na stanju imamo i drugih raznih boja novih i koristenih uredjaja vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona,36606236,13.11.2023.,923
95,mobprodajazg,iphone 12 64 gb baterija 87%,Grad Zagreb,rabljeno,300,iphone 12 64 gb baterija 87% vracen na tvornicke postavke otvoren na sve mreze sve uredno radi sve je moguce isprobati na telefonu je zamjenjen ekran kabel za punjenje maskica dolazi uz telefon,41671686,13.11.2023.,532
96,dsemovic,iphone 12 128 gb,Karlovačka,rabljeno,360,prodajem uscuvani mobitel ima zastitno staklo baterija na 86 % kupljen u t comu orginal racun .garancija istekla.,41514840,13.11.2023.,282
97,mateo171,iphone 12 128gb,Brodsko-posavska,rabljeno,450,super stanje postotak baterije 87% otkljucan na sve mreze,41967771,12.11.2023.,48
98,m_horvat1,iphone 12 128gb black,Zagrebačka,rabljeno,450,prodajem iphone 12 128gb u vrlo dobrom stanju ekran bez i jedne ogrebotine od pocetka koristeno zastitno staklo na rubovima se vide znakovi koristenja kupljen u hrvatskom telekomu u 7. mjesecu 2021. godine dostupan original racun zdravlje baterije 87% sve ispravno na mobitelu original kutija nekoristeni kabel maskica moguca dostava zagreb i zagreb te moguca zamjena za iphone ipad ps5 nintendo laptop ili slicno,41962457,11.11.2023.,474
99,traga,iphone 12 crne boje 64gb radi na sve mreze ispravan 100%,Grad Zagreb,rabljeno,350, mobitel je u originalnom tvornickom stanju radi na sve mreze 091 092 095 097 098 099. koristen za razgovore stanje odlicno zdravlje originalne baterije je trenutno na 88% boja je black stanje uredjaja je 10 10 kao novi koristen u maskici na displeju je zastitno staklo sve je vidljivo na slikama u prilogu oglasa. osobna primopredaja u zg moguca i moja dostava u gradu zg. 0976524411,41923193,11.11.2023.,626
100,babyzyeah,iphone 12 128gb,Vukovarsko-srijemska,rabljeno,449,uredaj star malo vise od godinu dana neda mi se gledat sad ugl imam racun kutiju sve iz t mobile od proslog ljeta.. nigdje ogrebotine kaljeno staklo i maska od prvog dana baterija 89%.. crna boja 128gb moguca zamjena uz moju nadoplatu za 13 14 pro ili 15 od androida jedino preklopni motorola razr 40 ultra samsung flip 5,41408135,11.11.2023.,220
101,helena_kopasic,iphone12 64 gb white,Međimurska,rabljeno,380,prodaje se navedeni mobitel ocuvani star 2 godine zdravlje baterije na 86% maskice i punjac. prodaje se jer je kupljen novi uredjaj,41940433,10.11.2023.,52
102,noa8246,apple iphone 12 12 pro leather maskica,Grad Zagreb,rabljeno,13,koristena original apple kozna maskica za iphone 12 ili 12 pro. kupljena u istyle u zajedno s mobitelom. po potrebi saljem jos slika. original placen oko 60 posjedujem i original pakiranje . razlog prodaje je prodaja mobitela. slanje postom tiskom ili mozete osobno pokupiti u zagrebu. slobodno pogledajte i ostale oglase.,41627557,10.11.2023.,76
103,Tu_Za_Vas,apple iphone 12 64gb black crni kao novoo garancija 64 gb,Dubrovačko-neretvanska,rabljeno,620,moguca i zamjena za drugi uredjaj uz nadoplatu.. prodaje se apple iphone 12 64gb 64 gb black crna boja crni .. mobitel je kratko koristen u super stanju i sa svom originalnom opremom sto dodje kao i kada kupite nov mobitel tvornicki otkljucan na sve mreze.. kontakt telefon 099 685 3035 whatsapp viber zbog terenskog rada na vise linija cesto nisam u mogucnosti da odgovorim na telefonske pozive zato budite slobodni da nazovete ili posaljete poruku na whatsapp ili viber i javljam se u sto kracem roku.. hvala.. tu za vas pogledajte i ostalu ponudu klikom na svi oglasi ovog oglasivaca ,38067350,10.11.2023.,937
104,Tu_Za_Vas,apple iphone 12 128gb white bijeli kao novoo garancija 128 gb,Dubrovačko-neretvanska,rabljeno,670,moguca i zamjena za drugi uredjaj uz nadoplatu.. prodaje se apple iphone 12 128gb 128 gb white bijela boja bijeli .. mobitel je kratko koristen stanje mu je doslovno novo novoo bez i najmanjeg traga koristenja sa garancijom i svom originalnom opremom sto dodje kao i kada kupite nov mobitel tvornicki otkljucan na sve mreze.. kontakt telefon 099 685 3035 whatsapp viber zbog terenskog rada na vise linija cesto nisam u mogucnosti da odgovorim na telefonske pozive zato budite slobodni da nazovete ili posaljete poruku na whatsapp ili viber i javljam se u sto kracem roku.. hvala.. tu za vas pogledajte i ostalu ponudu klikom na svi oglasi ovog oglasivaca ,38067345,10.11.2023.,1237
105,Tu_Za_Vas,apple iphone 12 128gb red crveni kao novoo garancija 128 gb,Dubrovačko-neretvanska,rabljeno,670,moguca i zamjena za drugi uredjaj uz nadoplatu.. prodaje se apple iphone 12 128gb 128 gb red crvena boja crveni .. mobitel je kratko koristen stanje mu je doslovno novo novoo bez i najmanjeg traga koristenja sa garancijom i svom originalnom opremom sto dodje kao i kada kupite nov mobitel tvornicki otkljucan na sve mreze.. kontakt telefon 099 685 3035 whatsapp viber zbog terenskog rada na vise linija cesto nisam u mogucnosti da odgovorim na telefonske pozive zato budite slobodni da nazovete ili posaljete poruku na whatsapp ili viber i javljam se u sto kracem roku.. hvala.. tu za vas pogledajte i ostalu ponudu klikom na svi oglasi ovog oglasivaca ,34886118,10.11.2023.,1211
106,simbonja,iphone 14 i apple watch 8,Grad Zagreb,rabljeno,1190,iphone 14 black 128gb ocuvan u maskici i s folijom od prvoga dana koristen 3 mjeseca racun garancija. apple watch 8 ocuvan pod garancijom.,41677880,10.11.2023.,452
107,- Zalog Max - Otkup*Zalagaonica*Prodaja,iphone 12 128gb.r1 rate ,Grad Zagreb,rabljeno,315,prodajemo rabljeni iphone 12128gb. uredjaj je ocuvan s par vidljivih tragova koristenja dolazi u orginal kutiji s kablom za punjenje s maskicom. zdravlje baterije je 80%. boja black racun garancija ne dodatna oprema kabl za punjenje memorija 128gb uredjaj mozete pogledati u nasoj poslovnici zalagaonica zalog max maksimirska 11 zagreb radno vrijeme pon pet 8 20h sub 9 15h. zm4077 zalogmax.hr navedene cijene vrijede za gotovinsko placanje. placanje karticama na rate maestro i visa kartice pbz d.d. 2 24 rate mastercard i visa premium pbz d.d. 2 24 rate mogucnost izdavanja r 1 racuna. dostava hp expressom placanje prilikom preuzimanja pouzecem kliknite na posjetite ovu njuskalo trgovinu te pogledajte nasu kompletnu ponudu ,41674128,09.11.2023.,1907
108,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,iphone 12 mini 128gb black crni sva oprema garancija baterija 97% ,Splitsko-dalmatinska,rabljeno,565, sve na jednom mjestu mixshop prodaje se apple iphone 12 mini 128gb mobitel 5.4 inca display 4k kamera 128 gb interna memorija 2227mah baterija koristen mobitel sitni tragovi koristenja zdravlje baterije 97% black crna boja originalna oprema tvornicki otkljucan na sve mreze garancija na sve nase uredjaje takodjer na stanju imamo i drugih raznih boja novih i koristenih uredjaja vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona takodjer na stanju imamo i sve originalne mobitele od najstarijih do najnovijih cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine moze i razna vrsta zamjene uz nasu ili vasu nadoplatu kako se dogovorimo.,36560515,09.11.2023.,1512
109,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,apple iphone 12 128gb blue plavi sva oprema garancija baterija 91% ,Splitsko-dalmatinska,rabljeno,669, sve na jednom mjestu mixshop prodaje se apple iphone 12 128gb mobitel 6.1 inca display 4k kamera 128 gb interna memorija 2815mah baterija koristen mobitel sitni tragovi koristenja zdravlje baterije 91% blue plava boja originalna oprema tvornicki otkljucan na sve mreze garancija na sve nase uredjaje takodjer na stanju imamo i drugih raznih boja novih i koristenih uredjaja vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona takodjer na stanju imamo i sve originalne mobitele od najstarijih do najnovijih cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine moze i razna vrsta zamjene uz nasu ili vasu nadoplatu kako se dogovorimo.,36560502,09.11.2023.,988
110,kockica03,iphone 12 64gb crveni,Grad Zagreb,rabljeno,350,iphone 12 64gb crveni kupljen preko tcoma u 8 2021 ocuvan bez ogrebotina uvijek u maski,41929212,09.11.2023.,639
111,Bivolio,iphone 12 64g,Grad Zagreb,rabljeno,350,prodajem navedeni telefon odlicnom stanju . zdravlje baterije 86%. uz mobitel dajem 2 maskice. na uredaju je zalijepljeno kaljeno staklo,41927796,09.11.2023.,591
112,Tratincica94,iphone 12 128gb icloud otkljucan ocuvan perfektno procitati oglas ,Osječko-baranjska,rabljeno,190,zdravlje baterije 86%. ima problem. radi ali ne moze se aktivirati. otisao cip na maticnoj.,41614153,09.11.2023.,1002
113,KarloV2022, iphone 12 64gb black ,Brodsko-posavska,rabljeno,399, prodajem iphone 12 64 gb crni zastitno staklo na mobitelu maskica uz njega racun kutija kabal zdravlje je na 82% baterija izdrzi cijeli dan normalnog koristenja nema ostecenja po ekranu niti po pozadini rubovi naravno od maskice imaju koju tockicu da budem precizan baterija je original javiti se na whats app poziv ili sms,41924755,08.11.2023.,58
114,martinablazevic4,iphon 12 64gb,Grad Zagreb,rabljeno,350,prodajem iphone 12 64gb pola godine koristen u odlicnom stanju uz mobitel idu maskice te punjac.,41921109,08.11.2023.,665
115,filip182,iphone 12 64gb,Sisačko-moslavačka,rabljeno,400,prodajem plavi iphone 12 64 gb odlicno stanje sa 2 maskice i novim kaljenim zastitnim staklom kutijom i punjacem. vise info na broj moba.,41917157,07.11.2023.,54
116,mbra4,prodajem crveni iphone 12 s privacy screen om kapacitet baterije 100% ,Grad Zagreb,rabljeno,500,prodajem crveni iphone 12 s postavljenim privacy screenom dodatna 2 privacy screena . mobitel je u dobro ocuvanom stanju. maksimalni kapacitet mjera za kapacitet baterije u odnosu na kada je bila nova je 100 % sto je vidljivo iz slike u privitku.,41911487,07.11.2023.,161
117,AntonioSivak,iphone 12 64gb plavi,Osječko-baranjska,rabljeno,250,iphone 12 64gb plavi mobitel bez ostecenja zdravlje baterije 80% prednja kamera malo mutna pri slikanju ali radi sirokokutna kamera takodjer malo mutna ali radi. straznja kamera izvrsno radi bez ikakvih smetnji. face id ne radi. uz uredjaj se dobije maskica kabel za punjenje te adapter koji nije original. cijena nije fiksna.,41897080,06.11.2023.,201
118,LucijaBl,iphone 12 64 gb,Grad Zagreb,rabljeno,450,savrseno ocuvan iphone 12 64 gb. zdravlje baterije na cca 90% na staklu zastitna folija. na poklon koristen no ocuvan spigen case. za ozbiljne kupce moguca mala korekcija cijene.,41895627,06.11.2023.,181
119,qRobert,iphone 12 256gb,Grad Zagreb,rabljeno,440,iphone 12 256gb black kupljen 09.07.2021. stanje 9 10 u maskici od prvog dana uz mobitel idu i 4 maskice vidljivo na slikama kaljeno staklo napuklo mobitel ispravan bez ogrebotina zdravlje baterije 86% kutija papiri i kabal samo osobno preuzimanje,41895501,06.11.2023.,163
120,Bodzen,iphone 12 white 64 gb,Primorsko-goranska,rabljeno,350,prodajem iphone 12 bijeli 64 gb ocuvan sa bijelom maskicom na poklon baterija na 86% star 2 godine u originalnoj kutiji bez punjaca ocuvan.,41894497,06.11.2023.,75
