,advertiser,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
49,donnie,iphone 14 pro max bijeli stanje 10 10 kao nov bat.99%cijena 950 ,Grad Zagreb,rabljeno,950,iphone 14 pro max 128gb bijeli stanje 10 10 kao nov sva oprema sve besprijekorno radi baterija na 99% od prvog dana zastitno staklo i maskica niti najmanja crtica na njemu garancija do 24.01.2024. cijena 950 . mob 091 7662702,41415278,19.11.2023.,269
50,Njuskalo_VZ,iphone 14 pro max ljubicasti,Varaždinska,rabljeno,930,iphone 14 pro max 128gb kupljen pred 8 mjeseci ima racun i garanciju jos 14 mjeseci. zdravlje baterije 93% mob je kao nov. cijena fiksna moze zamjena. ponude na iskljucivo na njuskalo poruke molim ili viber i wp ako imaju slike.,40401251,19.11.2023.,361
51,npaska357,iphone 14 pro max 256 gb deep purple,Varaždinska,rabljeno,1000,prodajem koristen iphone 14 pro max 256 gb memorije. boja ljubicasta. mobitel je u perfektnom stanju. uz mobitel dolazi kutija racun i sva oprema punjac kabel maskice zastitna stakla ekrana i kamere zastitne folije mobitela zastita zvucnika i utora za punjac . za eventualno vise slika javiti se na ispod naveden broj. cijena nije fiksna.,41413759,19.11.2023.,282
52,lelouisvuitton,iphone 14 pro max 256 gb zlatni,Splitsko-dalmatinska,rabljeno,1000,bez ikakvih ostecenja i ogrebotina. dolazi s dodatnim maskicama. kupljen u istyla otvoren na sve mreze garancija do 21.02.2024. model s 256 gb. baterija 94%. nedavno kupljen novi kabel u istyla.,40182055,18.11.2023.,753
53,Ormar55,iphone 14 pro max,Grad Zagreb,rabljeno,930,prodajem iphone 14 pro max stanje 10 10 kutija racun 128gb garancija do 04 2024 baterija 97%.,41529068,18.11.2023.,516
54,ProdajaMobitelaKastela,iphone 14 pro max 128 top stanje bat 100% punjac ,Splitsko-dalmatinska,rabljeno,999,prodaje se iphone 14 pro max od 128gb. stanje tip top max ocuvan stalno nosen u maskici a na poklon kaljeno. garancija upravo istekla. radi na sve mreze. crna boja. poklon punjac ,41807743,18.11.2023.,109
55,mobtechnix, apple iphone 14 pro max 128gb black kao novo ,Istarska,rabljeno,1030,apple iphone 14 pro max 128 gb space black kao novo s racunom i garancijom do 24.04.2024.,42012710,18.11.2023.,38
56,Kparlov,iphone 14 pro max,Splitsko-dalmatinska,rabljeno,900,prodajem iphone 14 pro max 128gb bez ijedne crtice. uz mobitel ide jos 5 maski i 3 kabela. samo osobno preuzimanje dalmacija i zagreb ili tko zeli na daljinu prvo uplata pa onda saljem mob. moze i zamjena za macbook 13 m2 cip uz moju nadoplatu stvar dogovora ovosno o starosti i stanju molim one prevare sto nude da su poslali express da se ne trude .,42015939,17.11.2023.,103
57,ivanjurcevic222,iphone,Grad Zagreb,rabljeno,1250,prodajem iphone pro max 256gb gold potpuno ocuvan sto se moze vidjeti na slikama kupljen 22.2.23 sto znaci da je star 6 mjeseci,41419485,16.11.2023.,189
58,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,apple iphone 14 pro max 128gb silver top novoo garancija zamjena da ,Splitsko-dalmatinska,rabljeno,1130, sve na jednom mjestu mixshop prodaje se apple iphone 14 pro max mobitel 6gb ram 128gb interna memorija 6.7 inca display 48mp 4k kamera kratko koristen i gotovo ne koristen mobitel perfektno stanje kao novo novoo sva originalna oprema tvornicki otkljucan na sve mreze svi nasi uredjaji su eu europski modeli garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine ,41386397,16.11.2023.,110
59,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,apple iphone 14 pro max 256gb ljubicasti top novo garancija zamjena da,Splitsko-dalmatinska,rabljeno,1240, sve na jednom mjestu mixshop prodaje se apple iphone 14 pro max mobitel 6gb ram 256gb interna memorija 6.7 inca display 48mp 4k kamera kratko koristen i gotovo ne koristen mobitel perfektno stanje kao novo novoo sva originalna oprema tvornicki otkljucan na sve mreze svi nasi uredjaji su eu europski modeli garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine ,41386385,16.11.2023.,67
60,Zalagaonica Karlovac,iphone 14 pro max 128gb,Karlovačka,rabljeno,900,stanje 9 10 jamstvo do 28.03.2025 baterija 100% boja silver nas cjelokupni asortiman proizvoda pogledajte na www.zalagaonice.com cijena za karticno placanje 999 99 zalagaonica karlovac trznica mobitel 092 500 9000 gdje se nalazimo stari trzni centar setnica adresa trg hrvatskih branitelja 2 radno vrijeme radnim danom 8 20h subota 8 14h usluge koje pruzamo mogucnost placanja karticama erste banka pbz zagrebacka banka diners visa mastercard mogucnost izdavanja r1 racuna. mogucnost slanja gls om placanje pouzecem ili uplatom na racun rok isporuke 72h . do vrijednosti od 100 postarina 5 besplatna dostava iznad 100 zamjene po dogovoru. ne odgovaramo na sms.,42005937,16.11.2023.,126
61,22-22,apple iphone 14 pro max 128gb black 10 10 sve mreze garancija,Grad Zagreb,rabljeno,900,od prvog dana u maskici kaljeno staklo. kao nov 10 10 kutija i sva oprema nekoristena racun i jamstvo. primopredaja zg zapad. ne saljem postom. uz mob poklanjam nekoliko anker usb lightning kablova bez zamjena. cijena je fiksna. dok je oglas aktivan uredaj je dostupan.,42003704,15.11.2023.,355
62,pero970,iphone 14 pro max 256gb,Grad Zagreb,rabljeno,920,iphone 14 pro max 256gb star 1 godinu stanje 10 10 ocuvan sve radi normalno i od prvog dana zasticen s maskicom i kaljanim staklom uz mobitel dolazi punjac i maskica. zdravlje baterije 95% za sve upite stojim na raspolaganju.,42003670,15.11.2023.,317
63,jerk24,iphone 14 pro max deep purple 256gb,Splitsko-dalmatinska,rabljeno,950,iphone 14 pro max deep purple 256gb. mobitel kupljen 09.04.2023 i garancija vrijedi do istog datuma slj. godine. uz uredjaj poklanjam dvije originalne maske kozna i prozirna kapacitet baterije na 100% bez ikakvih ostecenja. radi iskljucivo na esim.,41999404,15.11.2023.,74
64,Domba9493,iphone 14 pro max 256gb,Grad Zagreb,rabljeno,900,prodajem ocuvan iphone 14 pro max koji dolazi s prozirnom maskicom ne otvorenim kablom zastitnim staklom dodatno zastitno staklo. za vise informacija poslati poruku.,41989706,14.11.2023.,497
65,tina_0610,iphone 14 pro max 256gb,Sisačko-moslavačka,rabljeno,1200,prodajem iphone 14 pro max 256gb u odlicnom stanju.. uz njega sva pripadajuca oprema. samo prodaja.,41987854,14.11.2023.,29
66,Aplikacija_Vinkovci,apple iphone 14 pro max 1tb 87%,Vukovarsko-srijemska,rabljeno,1000,jamstvo 3 mjeseca stanje uredjaja rabljeno boja na upit opcije placanja gotovina kartice moguce placanje na rate karticama pbz erste i zagrebace banke do 12 rata navedene cijene su iskljucivo za gotovinsko placanje moguce zamjene za skuplje i jeftinije izdavanje r1 racuna zastitna stakla 7 00 uv zastitna stakla 20 00 silikonske maske 6 00 preklopne torbice 10 00 obratite nam se za vise informacija 098 423 074 facebook.com aplikacijavk instagramcom aplikacija vinkovci dostava i nacin placanja placanje pri preuzimanju pouzecem uplata preko racuna osobno preuzimanje u poslovnici u vinkovcima aplikacija vinkovci,41983177,13.11.2023.,113
67,mpostrasija,iphone 14 pro max,Grad Zagreb,rabljeno,800,iphone 14 pro max 198 gb zlatni e sim,41982915,13.11.2023.,542
68,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,apple iphone 14 pro max 256gb kao novo garancija sve boje zamjena da ,Splitsko-dalmatinska,rabljeno,1240, sve na jednom mjestu mixshop prodaju se apple iphone 14 pro max 256gb mobiteli 256 gb interna memorija 6.7 inca display 48mp kamera 4323mah baterija kratko koristeni i gotovo nekoristeni mobiteli perfektno stanje kao novo novoo sva originalna oprema kutija i sve ostalo uvijek na stanju razne boje pisana ovjerena garancija trgovine tvornicki otkljucani na sve mreze vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona,40396440,13.11.2023.,286
69,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,apple iphone 14 pro max 1tb kao novo garancija sve boje zamjena da ,Splitsko-dalmatinska,rabljeno,1375, sve na jednom mjestu mixshop prodaju se apple iphone 14 pro max 1tb 1000gb mobiteli 1000 gb interna memorija 6.7 inca display 48mp kamera 4323mah baterija kratko koristeni i gotovo nekoristeni mobiteli perfektno stanje kao novo novoo sva originalna oprema kutija i sve ostalo uvijek na stanju razne boje pisana ovjerena garancija trgovine tvornicki otkljucani na sve mreze vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona,40478285,13.11.2023.,232
70,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,apple iphone 14 pro max 256gb zlatni top novoo garancija zamjena da ,Splitsko-dalmatinska,rabljeno,1240, sve na jednom mjestu mixshop prodaje se apple iphone 14 pro max mobitel 6gb ram 256gb interna memorija 6.7 inca display 48mp 4k kamera kratko koristen i gotovo ne koristen mobitel perfektno stanje kao novo novoo sva originalna oprema tvornicki otkljucan na sve mreze svi nasi uredjaji su eu europski modeli garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine ,41386389,13.11.2023.,85
71,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,apple iphone 14 pro max 512gb black top novoo garancija zamjena da ,Splitsko-dalmatinska,rabljeno,1330, sve na jednom mjestu mixshop prodaje se apple iphone 14 pro max mobitel 6gb ram 512gb interna memorija 6.7 inca display 48mp 4k kamera kratko koristen i gotovo ne koristen mobitel perfektno stanje kao novo novoo sva originalna oprema tvornicki otkljucan na sve mreze svi nasi uredjaji su eu europski modeli garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine ,41386363,13.11.2023.,75
72,SOLLY,iphone 14 pro max 128 gb deep purple baterija 98% ,Grad Zagreb,rabljeno,930,prodajem iphone 14 pro max 128gb ljubicaste boje star 12 mjeseci 10 2022 . koristen poslovno te ne svaki dan tako da je zdravlje baterije na odlicnih 98%. mobitel je u super stanju zastitno staklo od prvog dana. uz mobitel dolazi kutija punjac adapter i kabel te crna maskica. molim bez zamjena. cijena je fixna te za spustanje molim ne zovite primopredaja u zagrebu ili saljem postom zamjene iskljucene. oglas nije prodan sve dok je aktivan.,41701968,12.11.2023.,455
73,gino2901,iphone 14 pro max samo zamjena ,Splitsko-dalmatinska,rabljeno,1200,iphone 14 pro max 128 gb space black stanje 10 10 kupljen 7.9.2023. zdravlje baterije na 100%. racun i garancija. zamjena iskljucivo za iphone 15 pro. bez ikakve crtice ili nedostatka. na mobitelu je spiegen kaljeno staklo i original iphone mag safe maskica. poklanjam jos jednu original mag safe maskicu kao i ringke crnu maskicu.,41809132,11.11.2023.,203
74,Frigoterma d.o.o.,iphone 14 pro max 256gb,Vukovarsko-srijemska,rabljeno,1060,kao nov sve mreze sva oprema staklo na ekranu 256gb racun i garancija t com informacije na broj 0996336800 poziv viber whatsapp ,41604068,11.11.2023.,443
75,Mentalist54,iphone 14 pro max 128gb space black,Grad Zagreb,rabljeno,950,prodajem iphone 14 pro max 128 gb space black. mobitel je otpakiran i stavljen u pogon 20.09.2023. dakle koristen svega 15 dana. prodajem jer sam dobio iphone 15 pro max na poklon te mi ovaj nije vise potreban. na mobitel je frisko stavljeno kaljeno zastitno staklo te od prvog dana koristi zastitnu maskicu koja u ovoj prici dolazi kao poklon. zdravlje baterije je 100%,41592119,10.11.2023.,687
76,sandra1812,apple iphone 14 pro max 128 gb purple,Zagrebačka,rabljeno,940,iphone 14 pro max 128 gb u ljubicastoj boji kupljen u ht bez ogrebotina i sl. ima kaljeno staklo na zaslonu od samog pocetla. koristen par mjeseci baterija na 99%. garancija vrijedi do 04.07.2024. kutija kabel racun,41920000,09.11.2023.,738
77,JP2013,iphone 14 pro max 256gb gold kao novi ,Krapinsko-zagorska,rabljeno,1049,prodajem iphone 14 pro max 256gb u zlatnoj boji. kupljen ove godine u veljaci te od tada minimalno koristen. uvijek u zastitnoj maskici bez bilo kakvih ostecenja ili ogrebotina. kupljen u apple store u na cvjetnom placen 1763 eura. racun kutija kabel za punjenje sve prilozeno. zdravlje baterije na 100%,41595813,09.11.2023.,148
78,Prodaja2222,iphone 14 pro max 256gb crni,Grad Zagreb,rabljeno,1100,prodajem savrseno ocuvani iphone 14 pro max 256gb crne boje nikad nije pao sva stakla citava bez ogrebotine sve funkcionira besprijekorno. uvijek u maskici koju poklanjam da imate nesto za prvu ruku. battery health 90% star jednu godinu i mjesec dana tako da je istekla garancija. kupljen u a1. za sve informacije me mozete kontaktirati,41930090,09.11.2023.,589
79,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,apple iphone 14 pro max 128gb gold top novoo garancija zamjena da ,Splitsko-dalmatinska,rabljeno,1130, sve na jednom mjestu mixshop prodaje se apple iphone 14 pro max mobitel 6gb ram 128gb interna memorija 6.7 inca display 48mp 4k kamera kratko koristen i gotovo ne koristen mobitel perfektno stanje kao novo novoo sva originalna oprema tvornicki otkljucan na sve mreze svi nasi uredjaji su eu europski modeli garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine ,41386401,09.11.2023.,57
80,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,apple iphone 14 pro max 512gb silver top novoo garancija zamjena da ,Splitsko-dalmatinska,rabljeno,1330, sve na jednom mjestu mixshop prodaje se apple iphone 14 pro max mobitel 6gb ram 512gb interna memorija 6.7 inca display 48mp 4k kamera kratko koristen i gotovo ne koristen mobitel perfektno stanje kao novo novoo sva originalna oprema tvornicki otkljucan na sve mreze svi nasi uredjaji su eu europski modeli garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine ,41386362,09.11.2023.,74
81,odin2311,iphone 14 pro max,Zagrebačka,rabljeno,900,prodajem navedeni mobitel 5 mjeseci koristen u odlicnom stanju zamjene me ne zanimaju.,41918591,08.11.2023.,722
82,ZGpepo,iphone 14 pro max gold 512gb garancija,Grad Zagreb,rabljeno,980,prodajem apple iphone 14 pro max 512gb zlatne boje otkljucan na sve mreze. dolazi sa svom pripadajucom opremom i racunom kupljen je u istyle u 05.01.2023 garancija vrijedi do 05.01.2024. mobitel je u stanju novoga. zdravlje baterije je na 96%. cijena 980 091 520 5606,41922148,08.11.2023.,689
83,matisa1010,iphone 14 pro max 128 gb gold,Brodsko-posavska,rabljeno,970,kao nov star 11 mj baterija 90% 0955303825,41600723,07.11.2023.,337
84,"Ab mobile d.o.o- trgovina,gsm,elektronika,informatika,dijelovi",apple iphone 14 pro max 256gb deep purple rabljen kap. bat. 100%,Istarska,rabljeno,950,apple iphone 14 pro max 256gb deep purple rabljen kap. bat. 100% uredjaj pod jamstvo do 7.5.2024 ,41912346,07.11.2023.,95
85,tileeee,iphone 14 pro max 256 gb baterija 99%,Primorsko-goranska,rabljeno,900,prodajem iphone 14 pro max 256 gb ljubicasti. stanje je 10 10 kao novi. dobijete original koznu futrolu i zaljepljeno staklo. zamjene su iskljucene. cijena je fiksna,41911248,07.11.2023.,140
86,Geso555,iphone 14 pro max sustav android,Zadarska,rabljeno,350,iphone 14 pro max 512 gb radi na sustavu android. ram 6 gb osmojezgreni procesor. mobitel je jako dobra kopija nov je samo otvoren i ukljucen za provjeru.,41890229,06.11.2023.,222
87,drag682,iphone 14 pro max 128gb bijeli snizeno ,Grad Zagreb,rabljeno,960,telefon je u savrsenom stanju bez ogrebotina bez ostecenja jos uvek pod garancijom kupljen u a1. bez zamjena uz njega idu kutija racun punjac i dve apple maske ova na slici koja je nova i ista takva roza koja je nosena ali skoro kao nova. baterija 96%,41391033,04.11.2023.,700
88,OpgMiron,iphone 14 pro max 256gb,Sisačko-moslavačka,rabljeno,1200,prodajem iphone 14 pro max 256gb star 10 mjeseci baterija 98% kutija papiri racun i garancija,41870442,03.11.2023.,42
89,vlado0006,iphone 14 pro max 512gb space black r1 racun,Grad Zagreb,rabljeno,1250,iphone 14 pro max u odlicnom stanju bez ijedne ogrebotine koristen vrlo malo iskljucivo za snimanja baterija na 99% . citavo vrijeme cuvan u hard case maski s poklopcem preko kamere slika u prilogu telefon kupljen u i istyleu uz njega dolazi kopija origilnalnog racuna. telefon dolazi uz r1 racun na ime kupca izrazena cijena je s pdv om 1.000 00 eur pdv 1.250 00 eur .,41807699,02.11.2023.,485
90,luckyyyyyy6,iphone 14 pro max 512 gb 1300 stanje 10 10,Istarska,rabljeno,1300,prodajem iphone 14 pro max 512 gb. od prvog dana u maskici i s kaljenim staklom. stanje 10 10. baterija 100%. jamstvo do 06 2024. uz uredjaj dolazi kompletno pakiranje kutija kabel .. . psotoji mogucnost korekcije cijene. ne saljem postom iskljucivo primopredaja. zvati na 0916123900.,41807491,02.11.2023.,70
91,Hrvoje_K,iphone 14 pro max 1tb space black odlicno stanje,Grad Zagreb,rabljeno,1200,prodajem top verziju mobitela iphone 14 pro max kapaciteta 1tb boja space black u odlicnom stanju. telefon je kupljen u ovlastenom apple store ducanu u zagrebu u rujnu 2022 za 2500 eur. sa telefonom dolazi originalna kutija sa originalnim kablom nekoristen te skenirani racun. telefon je kupljen otkljucan tj. radi na svim mrezama a na njemu je zadnji ios verzije 17. stanje baterije je 93%. cijena je fiksna a zamjene iskljucene. lokacija zagreb trg francuske republike .,41796165,01.11.2023.,92
92,Mercedesfan,iphone 14 pro max 256gb,Grad Zagreb,rabljeno,1000,iphone 14 pro max 256gb 99% baterija garancija do 3.2024. nije ostecen original magsafe prozirna maskica gratis 75 placena ,41789018,31.10.2023.,550
93,Mariobulic12,iphone 14 pro max,Splitsko-dalmatinska,rabljeno,1000,prodajem iphone 14 pro max 128gb stanje kao novo star pola godine zdravlje 100%. racun kutija i pripadajuca oprema idu uz mobitel zajedno sa zastitnim staklom i maskicama. osobno preuzimanje ili slanje postom. cijena 1000e,41561755,30.10.2023.,407
94,timon2200,apple iphone 14 pro max 128gb,Varaždinska,rabljeno,950,prodajem apple iphone 14 pro max 128gb baterija na 100% racun garancija u ht u 385911111200,41770862,29.10.2023.,215
95,kara_mup,iphone 14 pro max 512 gb gold,Grad Zagreb,rabljeno,1489,star 6 mjeseci stalno nosen u maski i sa zastitnim ekranom tako da nema ni jednu crticu ogrebotinu status baterije 100%. stanje uredjaja je 10 10 garancija jos godinu i pol. s mobitelom dolazi vodootporna maska ip68 waterproof i jos 2 silikonske maske i jedna metalna maska,41739165,25.10.2023.,51
96,Aplikacija_Vinkovci,apple iphone 14 pro max 128gb 97%,Vukovarsko-srijemska,rabljeno,900,jamstvo 3 mjeseca stanje uredjaja rabljeno boja na upit opcije placanja gotovina kartice moguce placanje na rate karticama pbz erste i zagrebace banke do 12 rata navedene cijene su iskljucivo za gotovinsko placanje moguce zamjene za skuplje i jeftinije izdavanje r1 racuna zastitna stakla 7 00 uv zastitna stakla 20 00 silikonske maske 6 00 preklopne torbice 10 00 obratite nam se za vise informacija 098 423 074 facebook.com aplikacijavk instagramcom aplikacija vinkovci dostava i nacin placanja placanje pri preuzimanju pouzecem uplata preko racuna osobno preuzimanje u poslovnici u vinkovcima aplikacija vinkovci,40966992,24.10.2023.,504
97,Zalagaonica Dubrava,iphone 14 pro max 128gb garancija r1 racun,Grad Zagreb,rabljeno,949,prodajemo navedeni mobitel u odlicnom stanju sa racunom i garancijom. garancija do 11.01.2024 godine. boja purple zdravlje baterije 98% cijena je fiksna zamjene su iskljucene. mogucnost izdavanja r1 racuna.,41691829,19.10.2023.,338
98,ZALAGAONICA OTKUP.HR / Zalog-Prodaja-Otkup,iphone 14 pro max 256gb r1 rate ,Grad Zagreb,rabljeno,1150,prodajemo iphone 14 pro max 256gb uredjaj je u odlicnom stanju sa minimalnim tragovima koristenja. uredjaj je kupljen 18.04.2023. uredjaj posjeduje garanciju 12 mjeseci od aktivacije. aktiviran 18.04.2023. uredjaj dolazi samostalno bez kutije i punjaca. zdravlje baterije 100% boja space black predmet mozete pogledati u nasoj trgovini u ilici 235. mogucnost placanja na rate mastercard visa rba do 12 rata te pbz maestro visa mastercard i visa premium karticama do 24 rate. navedene cijene su za gotovinsko placanje. mogucnost izdavanja r 1 racuna. dostava po cijeloj hrvatskoj u 72 sata. placanje prilikom preuzimanja. pouzecem . idealan poklon posjetite nasu njuskalo trgovinu ili posjetite www.otkup.hr zalagaonica otkup.hr ilica 78 ilica 235 takodjer posjetite nas instagram profil zalagaonica.otkup.hr i facebook otkup hr.zalog.otkup.prodaja. sifra artikla c23570,41664294,16.10.2023.,476
99,Gradska Zalagaonica Vinkovci,iphone 14 pro max 1tb,Vukovarsko-srijemska,rabljeno,1200,u odlicnom stanju s kutijom i punjacem. memorija 1 tb boja deep purple gotovina 1200 00 9041 40 kn kartice 1320 00 9945 54 kn gradska zalagaonica vinkovci poslovnica 4 trg kralja zvonimira 5 32100 vinkovci radno vrijeme pon pet 08 00 15 00 h sub 9 00 13 00 h mogucnost placanja karticama. izdavanje r1 racuna,41589074,06.10.2023.,293
100,"Ab mobile d.o.o- trgovina,gsm,elektronika,informatika,dijelovi",apple iphone 14 pro max 128gb space black rabljen kap. bat. 100% ,Istarska,rabljeno,1070,apple iphone 14 pro max 128gb space black rabljen kap. bat. 100% detaljni opis artikla dostupan na nasem webshop u https www.ab mobiteli.com mobiteli uredjaji apple iphone apple iphone 14 pro max 128gb space black rabljen kap. bat. 100 ,41389686,13.09.2023.,123
101,"Ab mobile d.o.o- trgovina,gsm,elektronika,informatika,dijelovi",lcd touch okvir za apple iphone 14 pro max,Istarska,rabljeno,450,lcd touch okvir za apple iphone 14 pro max original skidani mogucnost ugradnje u nasem servisu garancija,40221255,11.04.2023.,248
