,advertiser,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
47,zbbono,iphone 14 pro 128 gb zamjena za samsung s23 ultra,Splitsko-dalmatinska,rabljeno,1000,iphone 14 pro 128 gb u stanju novog baterija 100 posto racun i jamstvo od 04.05.2023 godine uz mobitel ide originalni punjac originalne slusalice cepici za utor punjenja 2 maske iskljucivo i samo zamjena za samsung s23 ultra,42023938,17.11.2023.,61
48,wimpal,iphone 14 pro 256gb deep purple,Međimurska,rabljeno,900,prodajem iphone 14 pro 256gb u deep purple boji. mobitel je ocuvan od prvog dana je u maskici i zastitnom staklu. dolazi sa original kutijom i punjacem. garancija je istekla ali ako neko zeli mogu mu dati i racun. baterija je na 91% razlog prodaje je kupnja novog telefona. cijena se moze malo korigirati za ozbiljnog kupca.,42022560,17.11.2023.,77
49,neoRetro,iphone 14 pro 256 gb space black,Primorsko-goranska,rabljeno,1000,iphone 14 pro 256 gb space black iphone 14 pro space black s 256 gb memorije. stanje 9 10 manji tragovi svakodnevnog koristenja nikakav utjecaj na performanse uredjaja. dolazi uz masku i screen protector malo je napuknut ne primijeti se toliko poklanjam zamjenski uz telefon. baterija na 100% zdravlja. ne zanimaju me zamjene samo prodaja. za dodatne informacije me kontaktirajte.,41389327,17.11.2023.,303
50,2fastforyou,apple iphone 14 pro 256gb silver racun garancija,Krapinsko-zagorska,rabljeno,920,mobitel bez tragova koristenja... baterija 100%,42017466,17.11.2023.,81
51,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,apple iphone 14 pro 256gb kao novoo garancija sve boje zamjena da ,Splitsko-dalmatinska,rabljeno,1185, sve na jednom mjestu mixshop prodaju se apple iphone 14 pro 256gb mobiteli 256 gb interna memorija 6.1 inca display 48mp kamera 3200mah baterija kratko koristeni i gotovo nekoristeni mobiteli perfektno stanje kao novo novoo sva originalna oprema kutija i sve ostalo uvijek na stanju razne boje pisana ovjerena garancija trgovine tvornicki otkljucani na sve mreze vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona,40396456,16.11.2023.,246
52,mark1224,iphone 14 pro 128gb,Grad Zagreb,rabljeno,800,iphone 14 pro 128gb space black stanje odlicno ekran bez crtice zdravlje baterije 88% face id i sve ostalo radi kutija iglica magsafe maskica i racun zamjene ne,41928239,16.11.2023.,430
53,NikolaNido,iphone 14 pro top stanje,Osječko-baranjska,rabljeno,950,prodajem navedeni telefon u perfektnom stanju 128gb memorije kaljeno staklo 2 silikonske maskice 99% zdravlje baterije kabl za punjac super brzi adapter za punjac placen 49 moze i zamjena za jeftiniji iphone uz nadoplatu mobitel bez ikakvih ostecenja ili ogrebotina moguc dovoz na adresu cijena nije fiksna,42008025,16.11.2023.,55
54,lode2,iphone 14 pro 128 gb black,Zagrebačka,rabljeno,850,prodajem iphone 14 pro 128gb black nabavljen krajem 12mj 2022 stanje vidljivo na slikama zastitno staklo je na ekranu dajem uz njega kutiju u kojoj je kupljen s opremom i jos dajem dodatna zastitna stakla i maskice nisam za zamjene,41998622,15.11.2023.,379
55,kuljica,iphone 14 pro 512 gb,Grad Zagreb,rabljeno,999,star godinu dana. u maskici cijelo vrijeme. prodajem sa kutijom kabelom i maskicom.,41987932,14.11.2023.,130
56,marko111115,apple iphone 14 pro 128gb space grey,Splitsko-dalmatinska,rabljeno,880,odlicno stanje bez ikakvih ostecenja od prvog dana zastitno staklo na ekranu,41985385,13.11.2023.,144
57,Tinodoo,iphone 14 pro,Grad Zagreb,rabljeno,850,iphone 14 pro zlatni 128gb kupljen u istyle arena racun kutija kupljen u 5 mjesecu maskica od prvog dana gore ocuvan,41983201,13.11.2023.,224
58,dariosafa,iphone 14 pro 128gb,Međimurska,rabljeno,900,prodajem 9 mjeseci stari iphone 14 pro 128gb deep puprle . stanje 10 10 kupljen u istyle hrvatskoj. cjena je koncana bez zamjena,41642719,13.11.2023.,192
59,Kljun1303,iphone 14 pro,Sisačko-moslavačka,rabljeno,750,prodajem ili mjenjem za 14 pro max. mobitel u super stanju folija na ekranu. moze viber whatsapp.. baterija je na 89 posto.,41718164,13.11.2023.,659
60,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,apple iphone 14 pro 128gb gold top novo novoo garancija zamjena da ,Splitsko-dalmatinska,rabljeno,1060, sve na jednom mjestu mixshop prodaje se apple iphone 14 pro mobitel 6gb ram 128gb interna memorija 6.1 inca display 48mp 4k kamera kratko koristen i gotovo ne koristen mobitel perfektno stanje kao novo novoo sva originalna oprema tvornicki otkljucan na sve mreze svi nasi uredjaji su eu europski modeli garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine ,41386454,13.11.2023.,59
61,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,apple iphone 14 pro 256gb purple top novo novoo garancija zamjena da ,Splitsko-dalmatinska,rabljeno,1185, sve na jednom mjestu mixshop prodaje se apple iphone 14 pro mobitel 6gb ram 256gb interna memorija 6.1 inca display 48mp 4k kamera kratko koristen i gotovo ne koristen mobitel perfektno stanje kao novo novoo sva originalna oprema tvornicki otkljucan na sve mreze svi nasi uredjaji su eu europski modeli garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine ,41386446,13.11.2023.,53
62,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,apple iphone 14 pro 512gb crni top novo novoo garancija zamjena da ,Splitsko-dalmatinska,rabljeno,1320, sve na jednom mjestu mixshop prodaje se apple iphone 14 pro mobitel 6gb ram 512gb interna memorija 6.1 inca display 48mp 4k kamera kratko koristen i gotovo ne koristen mobitel perfektno stanje kao novo novoo sva originalna oprema tvornicki otkljucan na sve mreze svi nasi uredjaji su eu europski modeli garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine ,41386442,13.11.2023.,50
63,djelo5,iphone 14 pro 128gb kao nov,Grad Zagreb,rabljeno,929,iphone 14 pro 128gb crni kao nov sa zastinom maskom origanl apple i zastitno staklo.star 9 mj. pod garancijom,41979450,13.11.2023.,365
64,onestopshop,apple iphone 14 pro 256gb space black 10 10 sve mreze zamjena ,Varaždinska,rabljeno,929,prodajem apple iphone 14 pro u space black boji sa 256 gb memorije. uredaj je u odlicnom stanjuu nema nikakvih fizickih ostecenja na kucistu ekranu ili poledini uredaja. zdravlje baterije 96%. uz mobitel ide crna spigen maskica placena 40 eura. cijena 930 fixno mogucnost osobnog preuzimanja u varazdinu zagrebu ili saljem hp expressom overseas expresom po cijeloj hrvatskoj. kontakt vito.reviews gmail.com kontaktiraj oglasivaca zvati ili sms imessage u bilo koje doba 0953747184 broj prilozen na njuskalo profilu. takodjer molim kada saljete ponudu za zamjenu da u tekstu navedete bitne podatke o vasem uredjaju kao sto su tocan model starost stanje papiri racun garancija ovjerena oprema sto sve ide uz uredjaj gdje se nalazite gdje bi se nasli te obavezno iznos koji nudite trazite u predlozenoj kombinaciji. na taj nacin preskacemo bespotrebnu komunikaciju koja oduzima vrijeme sto meni sto vama,41967659,12.11.2023.,97
65,chuchica,iphone 14 pro silver 128 gb garancija racun,Zagrebačka,rabljeno,1000,prodajem iphone 14 pro silver 128gb sa garancijom mobitel kupljen u hrvatskoj 18.05.2023 baterija 99% radi na sve mreze magsafe maskica i zastita na ekranu i kamerama od prvog dana. zamjene iskljucivo za iphone 15pro uz moju nadoplatu ostale zamjene me ne zanimaju 091 596 5008,41959554,11.11.2023.,491
66,No12,iphone 14 pro 128gb,Istarska,rabljeno,850,iphone 14 pro 128gb star godinu dana bez ogrebotine razlog prodaje imam novi telefon pa mi je ovaj visak posjedujem racun i kutiju,41948651,11.11.2023.,151
67,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,apple iphone 14 pro 128gb crni top novo novoo garancija zamjena da ,Splitsko-dalmatinska,rabljeno,1060, sve na jednom mjestu mixshop prodaje se apple iphone 14 pro mobitel 6gb ram 128gb interna memorija 6.1 inca display 48mp 4k kamera kratko koristen i gotovo ne koristen mobitel perfektno stanje kao novo novoo sva originalna oprema tvornicki otkljucan na sve mreze svi nasi uredjaji su eu europski modeli garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine ,41386453,09.11.2023.,75
68,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,apple iphone 14 pro 256gb silver top novo novoo garancija zamjena da ,Splitsko-dalmatinska,rabljeno,1185, sve na jednom mjestu mixshop prodaje se apple iphone 14 pro mobitel 6gb ram 256gb interna memorija 6.1 inca display 48mp 4k kamera kratko koristen i gotovo ne koristen mobitel perfektno stanje kao novo novoo sva originalna oprema tvornicki otkljucan na sve mreze svi nasi uredjaji su eu europski modeli garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine ,41386447,09.11.2023.,51
69,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,apple iphone 14 pro 512gb ljubicasti top novo novoo garancija zamjena,Splitsko-dalmatinska,rabljeno,1320, sve na jednom mjestu mixshop prodaje se apple iphone 14 pro mobitel 6gb ram 512gb interna memorija 6.1 inca display 48mp 4k kamera kratko koristen i gotovo ne koristen mobitel perfektno stanje kao novo novoo sva originalna oprema tvornicki otkljucan na sve mreze svi nasi uredjaji su eu europski modeli garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine ,41386440,09.11.2023.,47
70,tomislav_balija,iphone 14 pro 512gb 10 10,Splitsko-dalmatinska,rabljeno,1100,prodaje se iphone 14 pro 512gb kao nov od prvog dana maska i kaljeno staklo kutija 4 maske gratis 3 jos zapakirane ocuvan 10 10 zdravlje baterije 100%,40106563,08.11.2023.,201
71,delminium,iphone 14 pro 1 tb crni 10 10 garancija,Grad Zagreb,rabljeno,1300,od prvog dana u zastiti staklo zastita. ocuvan 100 100 nema traga koristenja. garancija do 3 2024. original kutija sacuvana. ukljucena original mous zastita najbolja na svijetu. cijena 60 https youtu.be pywmdoenqde si wi9hdey39rlftz4c,41917335,08.11.2023.,33
72,pet123,iphone 14 pro,Splitsko-dalmatinska,rabljeno,1130,128 gb top stanje racun,39819332,07.11.2023.,791
73,simbonja,iphone 14 pro 256gb,Grad Zagreb,rabljeno,922,crni koristen godinu dana pod garancijom 256gb.,41673118,07.11.2023.,625
74,zalog.hr - PRODAJA/OTKUP/ZALAGAONICA,iphone 14 pro 256gb zlatni do 24 rate r1 garancija ,Grad Zagreb,rabljeno,1050,prodajemo iphone pro 256gb zlatni baterija 98% aktiviran 28.04.2023. mobitel je u izvrsnom stanju sa minimalnim tragovima koristenja uz mobitel dolazi originalna ambalaza uz mobitel dolazi originalni kabel za punjenje uz mobitel dolazi 3 originalne futrole crvena plava i crna uz mobitel dolazi originalni racun od 29.04.2023. ht adresa poslovnice ozaljska 62 zagreb prodaja otkup zalog dostava placanje pouzecem placate postaru kad primate paket uz osiguranjem po cijeloj hrvatskoj virmansko placanje dostava uz osiguranjem po cijeloj hrvatskoj placanje gotovina navedene cijene na oglasu su za gotovinsko placanje kartice placanje na rate u poslovnici dio gotovina dio kartica koje kartice primamo pbz maestro visa premium do 24 rate pbz master rba do 12 rata ostale kartice jednokratno kontakt kontakt poziv sms viber whatsapp mail mobitel 098 669 725 whatsapp 098 669 725 fiksna linija 01 363 3678 mail info zalog.hr web www.zalog.hr facebook zalog.hr zalagaonica instagram zalog.hr otkupljujemo i prodajemo i uzimamo u zalog mobiteli tehnika numizmatika investicijsko zlato mobiteli pokretnine automobili quad ovi bicikli elektricni motor i skuter i romobil i djeciji auti na akumulator baterije playstation nintendo xbox konzole igre kontroleri i sva ostala oprema laptop i apple macbook ovi tablet i apple ipad i televizor i dji dron ovi gopro kamere hoverboard i sportska fitness crossfit i box oprema ostali predmeti koji imaju trzisnu vrijednost apple iphone 14 pro 128gb 256gb 512gb 1tb 128 256 512 gb 14 1 t tb black crni starlight white bijeli purple ljubicasti blue plavi red crveni bbijela crna crvena plava i ljubicasta boja radno vrijeme pon petak 08 00 20 00 sub 9 00 15 00 kliknite na svi oglasi ove trgovine te pogledajte nasu kompletnu ponudu sifra artikla t10548,41890398,06.11.2023.,477
75,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,apple iphone 14 pro 128gb bijeli top novo novoo garancija zamjena da ,Splitsko-dalmatinska,rabljeno,1060, sve na jednom mjestu mixshop prodaje se apple iphone 14 pro mobitel 6gb ram 128gb interna memorija 6.1 inca display 48mp 4k kamera kratko koristen i gotovo ne koristen mobitel perfektno stanje kao novo novoo sva originalna oprema tvornicki otkljucan na sve mreze svi nasi uredjaji su eu europski modeli garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine ,41386452,06.11.2023.,61
76,12bezo3,iphone 14 pro 256gb,Bjelovarsko-bilogorska,rabljeno,1099,prodajem iphone 14 pro 256gb kupljen u lipnju u telemachu od prvog dana s kaljenim zastitnim staklom i u maskici bez tragova koristenja s 100% zdravljem baterije. moguc dogovor oko cijene ili zamjena za 15 pro uz moju nadoplatu.,41588499,05.11.2023.,210
77,JP2013,iphone 14 pro maskica,Krapinsko-zagorska,rabljeno,20,originalna apple kozna maskica za iphone 14 pro lagano ostecenja sastrane zato je i takva cijena ,41882709,05.11.2023.,58
78,JP2013,iphone 14 pro maskica audi sport original iz ingolstadta carbon,Krapinsko-zagorska,rabljeno,20,originalna audi sport maskica za iphone 14 pro. maksimalno ocuvana.,41882673,05.11.2023.,57
79,GSM4YOU,iphone 14 pro 128gb gold rabljeno,Grad Zagreb,rabljeno,930,iphone 14 pro 128gb rabljeno boje gold sve mreze baterija 95% nacin placanja gotovina dostava osobno preuzimanje zagreb 095 393 7030 poziv sms whatsapp kliknite svi oglasi ove trgovine i pogledajte nasu kompletnu ponudu uredjaja ,41649255,04.11.2023.,556
80,MarticIvan,iphone 14 pro 256gb ,Brodsko-posavska,rabljeno,1000,prodajem iphone pro 256gb od prvog dana maskica i kaljeno ,38781008,04.11.2023.,608
81,motogp1,iphone 14 pro 256gb,Grad Zagreb,rabljeno,950,koristen dva dana.. baterija 100% 095 7777 594 whatsapp,41870780,03.11.2023.,388
82,maleckov2,iphone 14 pro 256gb gold,Zadarska,rabljeno,900,prodajem od prvog dana kaljeno folije bocno otraga top stanje baterija na 88% kupljen pocetkom 11 22 poreuzimanje kc zd,41810934,03.11.2023.,150
83,maleckov2, iphone 14 pro gold 256,Koprivničko-križevačka,rabljeno,900,prodajem od prvog dana kaljeno folije bocno otraga top stanje baterija na 88% kupljen pocetkom 11 22,41810930,03.11.2023.,110
84,zahi18,iphone 14 pro space black 128 gb baterija 100% dva mjeseca star,Istarska,rabljeno,1200,razlog prodaje kupnja novog stanje odlicno nema ogrebotine 3 maskice i zastitno staklo,41810272,02.11.2023.,52
85,Branko7777777,apple iphone 14 pro 1tb 0995132691,Splitsko-dalmatinska,rabljeno,2000,koristen 10 dana kao nov 10 10 vise inf na 0995132691,40288375,02.11.2023.,320
86,Hrvoje027,iphone 14 pro top stanje bez ogrebotine,Splitsko-dalmatinska,rabljeno,830,prodajem iphone 14 pro space black top stanje bez ogrebotine 12 mj star original kutija i racun sa punjacem kapacitet baterije 91% fusion folija sa prednje i zadnje strane mogucnost zamjene folije 2godine,41804628,02.11.2023.,579
87,nikon44,iphone 14 pro 512 gb louis vuitton kozni cover,Istarska,rabljeno,1200,prodajem iphone 14 pro 512 gb stanje odlicno baterija battery health 90% louis vuitton kozni cover. cijena mobitela bez covera 1.000 eur cijena covera 250 eur. zamjene ne dolaze u obzir.,41789278,31.10.2023.,172
88,zivotinjskafarma,iphone 14 pro 128 gb 10 10,Grad Zagreb,rabljeno,950,10 10 na sve mreze sva oprema,41788351,31.10.2023.,508
89,sban,apple iphone 14 pro 128 gb silver,Primorsko-goranska,rabljeno,860,prodajem apple iphone 14 pro 128 gb stanje 10 10 u original kutiji stanje baterije 94%,41525227,31.10.2023.,361
90,daaamir,iphone 14 pro 128gb crni,Grad Zagreb,rabljeno,850,prodajem iphone 14 pro 128gb crne boje bez ogrebotine od prvog dana sa maskicom i kaljenim staklom. dolazi uz maskicu i dodatnih 5 kaljenih stakala. baterija je na 90% star je godinu dana pod garancijom jos godinu dana u original pakiranju s racunom iz istyle a. bez zamjena cijena fixna.,41781491,30.10.2023.,728
91,"Ab mobile d.o.o- trgovina,gsm,elektronika,informatika,dijelovi",apple iphone 14 pro 128gb gold rabljen kap. bat 97% ,Istarska,rabljeno,830,apple iphone 14 pro 128gb gold rabljen kap. bat 97% detaljni opis artikla dostupan na nasem webshop u https www.ab mobiteli.com mobiteli uredjaji apple iphone apple iphone 14 pro 128gb gold rabljen kap. bat 97 ,41764657,28.10.2023.,158
92,tmark100,iphone 14 pro,Osječko-baranjska,rabljeno,920,prodajem navedeni mobitel kupljen u 9.mjesecu ali prvi puta upaljen sredinom 12. kada sam ga kupio. drugi dan stavljeno zastitno staklo za ekran zastitno staklo za kamere i stavljena original maskica kupljena u istyle u placena 550 00kn . telefon je doslovno kao nov zdravlje baterije je 98% cijena fiksna ,40195220,24.10.2023.,1262
93,ViperM3,iphone 14pro 256 gb crni,Primorsko-goranska,rabljeno,900,apple iphone 14 pro spaceblack 256 gb star 1 godinu maksimalni kapacitet baterije 98% sitni tragovi koristenja bez zamjenskih djijelova originalni ekran originalna kutija bilo kakve zamjene ili kombinacije ne dolaze u obzir.,41497816,23.10.2023.,1037
94,marin3,iphone 14 pro 512gb gold,Grad Zagreb,rabljeno,999,prodaje se iphone 14 pro 512 gb gold izvedba. mobitel kupljen prosle godine kada je izasao listopad u t comu. savrseno ocuvan. bez ogrebotine i tragova koristenja jer je bio stalno u maskama i s kaljenim staklom na original staklu. zivot baterije 87% gratis brzi punjac i tri maske cijena je fiksna i ne zanimaju me zamjene. hvala ,41470570,13.10.2023.,359
95,"Ab mobile d.o.o- trgovina,gsm,elektronika,informatika,dijelovi",apple iphone 14 pro 256gb deep purple rabljen kap. bat. 100% ,Istarska,rabljeno,1070,apple iphone 14 pro 256gb deep purple rabljen kap. bat. 100% detaljni opis artikla dostupan na nasem webshop u https www.ab mobiteli.com mobiteli uredjaji rabljeni mobiteli used mobilephones apple iphone 14 pro 256gb space black rabljen kap. bat. 100 ,41389549,13.09.2023.,90
96,"Ab mobile d.o.o- trgovina,gsm,elektronika,informatika,dijelovi",apple iphone 14 pro 128gb space black rabljen kap. bat. 96% ,Istarska,rabljeno,990,apple iphone 14 pro 128gb space black rabljen kap. bat. 96% detaljni opis artikla dostupan na nasem webshop u https www.ab mobiteli.com mobiteli uredjaji rabljeni mobiteli used mobilephones apple iphone 14 pro 128gb space black rabljen kap. bat. 96 ,41389509,13.09.2023.,77
