,advertiser,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
61,yvnglvki,iphone 11 64 megabite,Grad Zagreb,rabljeno,149,kutiju izgubio sam ili jednostavno ne znam gdje je . ektan je malo slomljen ali najvise je slomljen kraj straznje kamere ali ova kamera i dalje radi mogu resetirati fotografiju dok snima fotografije . opcenito stanje telefona je 7 5 8 od 10,42029416,18.11.2023.,411
62,b3njm1n12,iphone 11 128gb,Krapinsko-zagorska,rabljeno,290,mobitel star 2 godine model sa 128gb memorije,42028603,18.11.2023.,234
63,Slavonac-DJ,iphone 11 64 gb,Osječko-baranjska,rabljeno,333,prodajem koristeni ocuvan ispravan iphone. otkljucan za sve mreze zdravlje baterije 83%. uz mob ide kutija original punjac i original kabel za punjenje 4 maskice i 1 zastitno kaljeno staklo za ekran. iskljucivo prodaja i osobna primopredaja da se uvjerite sami u stanje telefona. komunikacija upiti iskljucivo prvo preko njuskalo poruka osobno preuzimanje ili putem payprotect a. hvala ,42027425,18.11.2023.,28
64,mirk59,iphone 11 dijelovi,Bjelovarsko-bilogorska,rabljeno,30,dijelovi za iphone 11.ploca zakljucana 20e zadnje kamere 30e baterija 25e i ostali sitni dijelovi.okvir u dobrom stanju ali je razbijeno zadnje staklo.saljem pouzecem,41042380,18.11.2023.,415
65,mesinovicphoto,iphone 11 64gb,Šibensko-kninska,rabljeno,199,novi ekran baterija 75%. radi sve ispravno. maskica kutija slusalice igla i kabel za punjac. osobna dostava od zadra do splita,42020358,17.11.2023.,186
66,SofiaLitos,apple iphone 11 64gb product red,Šibensko-kninska,rabljeno,250,prodajem iphone 11 product red 64 gb sve ispravno i spremno za koristenje. sve radi. ekran kao nov. radi na sve mreze super ocuvan zdravlje baterije 75%. punjac i kabel u komplektu. osobno preuzimanje za sva pitanja pisite na njuskalo ili nazovite 0916142106,41757114,17.11.2023.,95
67,Mina83,iphone 11 red 64gb,Istarska,rabljeno,300,na prodaju je iphone 11 product red sa 64gb memorije. dolazi sa orginalnom ambalazom baterija je na 86%,41415551,17.11.2023.,183
68,-Garage-,iphone 11 64gb,Grad Zagreb,rabljeno,270,prodajem iphone 11 64gb 83 % baterija maximalno ocuvan od prvog dana maskica i kaljeno staklo uz uredaj kutija papiri punjac cijena 270 eura zagreb,41933126,17.11.2023.,556
69,Josipjosipn7,iphone 11 plavi 128 gb moze zamnena,Grad Zagreb,rabljeno,249,mobitel je u dobrom stanju plave boje 128 gb zdravlje baterije 85% uz mobitel dolazi punjac cijena 249 moze zamjena zvati na 0916054662,41991018,17.11.2023.,497
70,vukovic_e,iphone 11 128gb vz zg,Varaždinska,rabljeno,245,0996877541 iphone 11 128gb ispravan 100% i nema ostecenja ekrana i slicno. sve radi. 81% baterije moguce preuzimanje u zagrebu,42012869,17.11.2023.,346
71,sneakit,apple iphone 11 64gb crni,Zadarska,rabljeno,300,nema ogrebotina jer je koristen u maski i folijom na ekranu. zdravlje baterije iznosi 82%. prodaje se uz original punjac spigen maskica zadnja slika te original pakovanje. preuzimanje u biogradu ili slanje postom.,42012814,16.11.2023.,43
72,nedic11,super ponuda iphone 11 64 gb crni,Grad Zagreb,rabljeno,200,prodajem iphone 11 crni 64 gb. uredjaj je u odlicnom stanju sto je vidljivo i po slikama.uvijek nosen u maskici sa kaljenim staklom s prednje strane te nema ostecenja. nikad nije razbijen niti su mu mijenjani dijelovi. zdravlje baterije je 77%. uredjaj dolazi u originalnoj kutiji uz kvalietnu maskicu brenda holdit kupljenoj pred pola godine placena 20 eur . kontakt broj 097 660 5620. moze i whatsapp viber,42012667,16.11.2023.,213
73,SKYBunner,iphone 11 64gb prilika,Grad Zagreb,rabljeno,180,prodajem iphone 11 koji ima osteceno staklo zadnje kamere... popravak kosta 10e jer nije ostecena kamera i jer kamera slika kao sta se vidi na slici ali ima 2 tockice prasine koje oni u servisu ociste... baterija je 78% i meni drzi cijeli dan... uz mob dolazi maskica i brzi punjac s original kablom. cijena nije fix nazovite i dogovaramo nesto sigurno ,42010358,16.11.2023.,469
74,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,apple iphone 11 black crni kao nov garancija zamjena da baterija 92%,Splitsko-dalmatinska,rabljeno,440, sve na jednom mjestu mixshop prodaje se apple iphone 11 mobitel kratko koristen uredjaj perfektno stanje kao novo originalna oprema kutija i sve ostalo zdravlje baterije 92% tvornicki otkljucan na sve mreze garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona,35411113,16.11.2023.,1086
75,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,apple iphone 11 128gb purple ljubicasti kao nov garancija zamjena da ,Splitsko-dalmatinska,rabljeno,499, sve na jednom mjestu mixshop prodaje se apple iphone 11 128gb 128 gb mobitel kratko koristen uredjaj perfektno stanje kao novo originalna oprema kutija i sve ostalo tvornicki otkljucan na sve mreze garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona,35410472,16.11.2023.,1527
76,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,apple iphone 11 64gb white bijeli kao nov garancija zamjena da 64gb,Splitsko-dalmatinska,rabljeno,435, sve na jednom mjestu mixshop prodaje se apple iphone 11 64gb 64 gb mobitel kratko koristen uredjaj perfektno stanje kao novo originalna oprema kutija i sve ostalo tvornicki otkljucan na sve mreze garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona,35410521,16.11.2023.,1494
77,igricija,iphone 11,Grad Zagreb,rabljeno,350,iphone 11 128gb memorije mint boja 77% zdravlje baterije dodaci uz mobitel kutija zica od punjaca dvije maskice prilozene u slikama ocuvano zastitno staklo na mobitelu mobitel je rabljen ali ocuvan. nema nikakvih ogrebotina i prodaje se jer sam dobila novi mobitel kao poklon. molim vas da zovete na dodatni broj a ne primarni pa se za detalje dogovorimo preko telefona.,42008117,16.11.2023.,273
78,udovicicka,iphone 11,Karlovačka,rabljeno,270,prodajem iphone 11 64 mb sa zastitnim staklom i maskicom.,41593562,16.11.2023.,107
79,phelps,iphone 11 128 gb crni s koznom zastitom,Grad Zagreb,rabljeno,400,iphone 11 128 gb crni s koznom etui zastitom. bez ostecenja. kozna etui zastita otterbox s utorima za kartice. dolazi s kutijom. upiti iskljucivo putem njuskalo aplikacije. ne zamjene i slicne ponude.,39361285,15.11.2023.,1020
80,nogorukomet,iphone 11 64 gb,Osječko-baranjska,rabljeno,250,prodajem iphone 11 64gb. od prvog dana u maskici. kao sto se moze vidjeti na slici na zalonu imaju 2 crtice koje su tesko uocljive i ne vide se dok je zaslon upaljen. ostalo u odlicnom stanju zbog maskice. zvucnik je nesto tisi. zdravlje baterije 75%. bez zamjena. odgovaram na sms i whatsapp poruke na broj 0997897555,39117595,15.11.2023.,2246
81,marinmarusic,iphone 11 64gb,Primorsko-goranska,rabljeno,250,iphone 11 64gb ocuvan,41665759,15.11.2023.,157
82,2pacman, kao nov iphone 11 128 gb crni 4 maske vodootporno kuciste,Grad Zagreb,rabljeno,399,prodaje se iphone 11 128 gb crna boja kao nov od prvog dana koristen sa zastitnim maskama i zastitnim staklom dakle stanje je besprijekorno. dolazi sa 4 maske 3 nove 1 koristena zastitnim staklom novo i posebnim vodootpornim kucistem za ronjenje novo . dolazi i sa originalnom kutijom slusalicama i punjacem. moguce zamjene za razno.,41999071,15.11.2023.,276
83,jsam96,iphone 11 tirkizni 64 gb,Zagrebačka,rabljeno,240,iphone kupljen u studenom 2020. koristen do studenog 2023. u odlicnom stanju dolazi sa originalnom kutijom i kablom a u uz njega dajem i novo zastitno staklo za ekran,41997113,15.11.2023.,322
84,barcamessi,iphone violet purple 64gb,Zagrebačka,rabljeno,200,iphone 11 64gb postotak baterije 77% ispravan i ocuvan manje ogrebotine na displayu koje ne smetaju pri radu. mogucnost zamjene za iphone 15 uz nadoplatu naravno. osobno preuzimanje na podrucju grada zagreba i zagrebacke zupanije . cijena fiksna hvala ,41725223,14.11.2023.,158
85,sanja0303,apple iphone 11 128gb crni,Grad Zagreb,rabljeno,200,prodajem apple iphone 11 128gb crni koristen 2 godine. uredjaj je cijelo vrijeme bio zasticen i zato je savrseno ocuvana straznja strana a prednje staklo se razbilo. bilo je zastitno staklo na njemu u trenutku pada a ono ga je pod nezgodnim kutem i razbilo. trazila sam od osiguranja da mi pokrije trosak promjene stakla ali nisam uspjela dobiti naknadu stete pa zato prodajem nakon godinu dana nekoristenja uredjaja. kada je uredjaj upaljen vidi se samo u desnom kutu ostecenje. uz promjenu stakla uredjaj savrseno radi a moze se i ovako koristiti. zdravlje baterije 86% prilazem i racun kupnje gdje je vidljivo da je kupljen u istyle trgovini 29.7.2020. godine. cijena 200 ,41991672,14.11.2023.,565
86,bern888,iphone 11 64gb crni,Zagrebačka,rabljeno,135,prodajem iphone 11 64gb i slusalice original gratis zdravlje baterije 76% mala ostecenja na donjim rubovima i dvije jedva primjetljive crte na ekranu osim toga izvrsno ocuvan htio bi cim prije prodati,41991370,14.11.2023.,565
87,MarkoMar20,iphone 11 64gb black,Zadarska,rabljeno,330,prodajem iphone 11 64gb black. kupljen u 8. mjesec 2021. u t com paketu imam racun. prvi i jedini vlasnik. baterija na 83%. uz mobitel ide orginal kutija s opremom i spigen zastitna maskica. mobitel nije popravljan sve na njemu je tvornicko. preferiram da se mobitel osobno pogleda. bez zamjena.,41990595,14.11.2023.,62
88,geeps,iphone 11 128gb ocuvan bez mane gratis 3 fantasticne maske,Virovitičko-podravska,rabljeno,299,dozivite vrhunac tehnologije uz ovaj bespjrekorno ocuvan iphone 11 sa 128gb prostora ovaj dragulj nema nikakvih tragova koristenja pruzajuci vam iskustvo kao da je upravo izasao iz kutije. baterija je i dalje u sjajnom stanju s fantasticnih 79% zdravlja sto znaci da vas ceka nebrojeno sati zabave rada i razgovora. a to nije sve kupovinom ovog vrhunskog telefona osigurat cete si i tri besplatne maske koje ce dodatno zastiti vas uredjaj i istovremeno mu dodati dozu stila. ne propustite priliku da postanete ponosni vlasnik ovog iznimnog iphonea javite se odmah i zakoracite u svijet bezgranicnih mogucnosti s osmijehom na licu ,41988854,14.11.2023.,91
89,zlovro2111,iphone11,Zagrebačka,rabljeno,310,prodajem potpuno ispravan iphone11 malo ostecenje vidljivo na fotografijama.,39527210,13.11.2023.,870
90,Leicaz,iphone 11 64 gb,Splitsko-dalmatinska,rabljeno,250,iphone 11 64 gb izgleda kao nov zvucnik i milrofon ocisceni prije par dana zdravlje baterije na slici. mobitel ne zastaje radi bez greske. prodajem za 250 eur. uz to se dobiju jos 3 maskice,41983168,13.11.2023.,83
91,fenx1,iphone 11 64gb,Splitsko-dalmatinska,rabljeno,200,prodajem iphone 11 uz njega ide sve sto se dobije pri kupnji kutija slusalice ne koristene te usb. mobitel je star oko 2 godine i uvjek je bio u zastitnoj masci tako da su rubovi i straznje staklo u savrsenom stanju prednje staklo ima znakova koristenja.,41982947,13.11.2023.,65
92,bepoooo,iphone 11 64 gb crni,Splitsko-dalmatinska,rabljeno,200,stanje 8.5 10 baterija 75% potrebno punjenje navecer tokom dana jako smooth performanse i dalje bez gasenja blokiranja i slicno ekran blago ogreban u desnom gornjem kutu prodajem jer san kupia novi nemam kutiju mater mi je bacila dolazi u kutiji iphonea 13 sa maskicom i novim kabelom cijena nije fiksna,41982717,13.11.2023.,104
93,Josipjosipn7,iphone 11 dijelovi,Grad Zagreb,rabljeno,99,prodajem dijelove za iphone 11 imam sve osim maticne ploce i ekrana dijelovi su 100% ispravni i sve je kao novo cijena djelova na upit zvati na 0916054662,41717073,13.11.2023.,252
94,funfront,iphone 11 64gb bijeli ocuvano sva oprema moze zamjena dostava,Grad Zagreb,rabljeno,280,ocuvano sa kutijom i original opremom novija serija baterija zdravlje 85% 6.1inch ekran 12mp kamere 4gb ram 4110mah baterija tvornicki na sve mreze moze zamjena dostava rh,39695073,13.11.2023.,1316
95,x3m40d,iphone 11 64gb black original oprema 87% baterija dostava rh zamjena,Grad Zagreb,rabljeno,260,aparat sa kutijom i komplet original opremom komplet punjacem i slusalicama baterija 87% na aparatu je naciknuto staklo pa je stavljena premium folija kaljeno staklo radi estetike sve je 100% funkcionalno slika u prilogu u crnoj boji dualsim model resetiran na tvornicke postavke tvornicki radi na sve mreze moguca zamjena za skuplji mobitel moguca dostava zg i rh pouzecem tijelo dimenzije 150 9 x 75 7 x 8 3 mm 5 94 x 2 98 x 0 33 in tezina 194 g 6 84 oz izgraditi staklena prednja strana corning proizvedeno staklo staklena straznja strana corning ovo proizvedeno staklo aluminijski okvir serija 7000 sim nano sim i esim ili dual sim nano sim dual stand by za kinu ip68 otporan na prasinu vodu do 2 m za 30 minuta apple pay visa mastercard amex certifikat prikaz tip liquid retina ips lcd 625 nita tipicno velicina 6 1 inca 90 3 cm 2 79 0% omjer zaslona i tijela rezolucija 828 x 1792 piksela omjer 19 5 9 326 ppi gustoca zastita staklo otporno na ogrebotine platforma os ios 13 nadogradiv na ios 16.1 cipset apple a13 bionic 7 nm cpu hexa core 2x2 65 ghz lightning 4x1 8 ghz thunder gpu apple gpu 4 jezgrena grafika prijavi oglas memorija utor za karticu ne interni 64 gb 4 gb ram a 128 gb 4 gb ram a 256 gb 4 gb ram a nvme glavna kamera dual 12 mp f 1.8 26 mm sirokokutni 1 2.55 1.4 m dual pixel pdaf ois 12 mp f 2.4 120 13 mm ultrasiroki 1 3.6 znacajke dual led dvotonska bljeskalica hdr foto panorama video 4k 24 30 60fps 1080p 30 60 120 240fps hdr snimanje stereo zvuka. selfie kamera singl 12 mp f 2.2 23 mm siroko 1 3.6 sl 3d senzor dubine biometrijski znacajke hdr video 4k 24 30 60fps 1080p 30 60 120fps ziro eis zvuk zvucnik da sa stereo zvucnicima 3 5 mm uticnica ne komunikacije wlan wi fi 802.11 a b g n ac 6 dvopojasni pristupna tocka bluetooth 5.0 a2dp le pozicioniranje gps glonass galileo qzss nfc da radio ne usb lightning usb 2.0 znacajke senzori face id akcelerometar ziroskop blizina kompas barometar ultra wideband uwb podrska baterija tip li ion 3110 mah ne moze se ukloniti 11 91 wh punjenje 18 w zicano pd2.0 50% u 30 min reklamirano bezicno qi razno boje crna zelena zuta ljubicasta crvena bijela modeli a2221 a2111 a2223 iphone12 1 sar 1 09 w kg glava 1 18 w kg tijelo sar eu 0 95 w kg glava 0 99 w kg tijelo cijena 499 99 299 00 298 96 54.900 inr 4.809.000 rp testovi izvodjenje antutu 419453 v7 geekbench 13882 v4.4 gfxbench 60 fps es 3.1 na zaslonu prikaz omjer kontrasta 1505 1 nominalno fotoaparat fotografija video zvucnik glas 70db buka 72db zvono 76db kvaliteta zvuka sum 94.2db preslusavanje 80.8db zivot baterije ocjena izdrzljivosti 94h,38960227,13.11.2023.,1272
96,KR-Nick,iphone 11 64 gb,Krapinsko-zagorska,rabljeno,270,prodaje se navedeni mobitel u dobro stanju manja ogrebotina na kucistu vidljivo na slikama .mobitel radi odlicno star 15 mj.zdravlje baterije na 88%..od prvog dana u zastitnoj maskici i kaljeno stako..dolazi sa orginalnom kutijom i kablom za punjenje..bez zamjena cijena nije fixna.,41980657,13.11.2023.,30
97,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,apple iphone 11 purple kao nov garancija zamjena da baterija 93%,Splitsko-dalmatinska,rabljeno,445, sve na jednom mjestu mixshop prodaje se apple iphone 11 mobitel kratko koristen uredjaj perfektno stanje kao novo originalna oprema kutija i sve ostalo zdravlje baterije 93% tvornicki otkljucan na sve mreze garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona,35411099,13.11.2023.,1399
98,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,apple iphone 11 128gb black crni kao nov garancija zamjena da 128 gb,Splitsko-dalmatinska,rabljeno,499, sve na jednom mjestu mixshop prodaje se apple iphone 11 128gb 128 gb mobitel kratko koristen uredjaj perfektno stanje kao novo originalna oprema kutija i sve ostalo tvornicki otkljucan na sve mreze garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona,35410469,13.11.2023.,1087
99,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,apple iphone 11 white bijeli kao nov garancija zamjena baterija 86%,Splitsko-dalmatinska,rabljeno,435, sve na jednom mjestu mixshop prodaje se apple iphone 11 mobitel kratko koristen uredjaj perfektno stanje kao novo originalna oprema kutija i sve ostalo zdravlje baterije 86% tvornicki otkljucan na sve mreze garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona,35411206,13.11.2023.,1039
100,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,apple iphone 11 64gb red crveni kao nov garancija zamjena da 64gb,Splitsko-dalmatinska,rabljeno,435, sve na jednom mjestu mixshop prodaje se apple iphone 11 64gb 64 gb mobitel kratko koristen uredjaj perfektno stanje kao novo originalna oprema kutija i sve ostalo tvornicki otkljucan na sve mreze garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona,35410520,13.11.2023.,949
101,Veronika2020,iphone 11,Grad Zagreb,rabljeno,300,prodajem iphone 11 64 gb star 2 godine kupljen u a1. razlog prodaje je kupnja novog mobitela. mobitel je jako ocuvan cijelo vrijeme nosen u maskici nema nikakva ostecenja i nikada nije bio razbijen. zdravlje baterije je na 85%. dolazi u originalnoj kutiji sa usb punjacem. takoder prodajem i 2 maskice za mobitel.,41321925,13.11.2023.,696
102,stirsek,iphone 11 purple 128 gb,Karlovačka,rabljeno,350,telefon je u savrseno ocuvanom stanju bez i jedne ogrebotine upravo dosao sa originalnog apple servisa gdje mu je zamijenjen originalni lcd ekran touchscreen okvir i nadogradjen najnoviji ios softver cijena originalnog servisa sa jamstvom 185 eura racun u prilogu. baterija je na 84% kapaciteta. cijena je 350 eura fiksno. moze se osobno dostaviti u zagreb gdje cesto putujem.,41880702,13.11.2023.,107
103,Frenky62,iphone 11 128gb,Primorsko-goranska,rabljeno,300,prodajem iphone 11 128gb. kupljen u 09 2019 posjedujem racun. mobitel ima nekoliko ogrebotina na ekranu zbog nedostatka screen protectora ostatak u odlicnom stanju vidljivo na slikama. zdravlje baterije 77% uz njega dolazi prozirna maskica kutija punjac i racun. 0915070211,41970781,12.11.2023.,78
104,mysstique,iphone 11 64gb u originalnom pakiranju slusalice punjac ,Grad Zagreb,rabljeno,350,prodajem koristeni iphone 11 64gb kupljen krajem 2020. tj. koristen malo manje od 3 godine. od prvog dana ima zastitno staklo preko ekrana i masku tako da nema nikakvih vanjskih ostecenja. i trenutno je gore koristeno zastitno staklo dajem novo neotpakirano gratis u paketu pa tko zeli moze si staviti to ili drugo po zelji. u kutiji su svi originalni dijelovi paketa tj. slusalice koristene te punjac kabel strujni utikac samo isprobani nekoristeni . sve radi savrseno do neki dan je koristen tj. prodajem jer sam kupila novi. ako netko zeli uz njega ide i par maskica koje su u ok stanju. kapacitet baterije je na 82%. mozete me kontaktirati porukom ovdje ili na sms whatsapp viber a poziv iskljucivo iza 16h.,41641912,12.11.2023.,114
105,Lenx23,mobitel apple iphone 11 64gb white,Splitsko-dalmatinska,rabljeno,310,prodajem i phone 11 64 gb mobitel je od prvog dana koristenja nalazi u zastitnoj futroli tako da nema vidljivih tragova koristenja. uz mobitel dolazi i kabel za punjenje. moguca je jedino primopredaja u splitu.,41119946,12.11.2023.,882
106,Mihaela1309,iphone 11,Splitsko-dalmatinska,rabljeno,250,prodajem iphone 11.. mobitel je ocuvan u top stanju.. bez ogrebotine.. prodajem ga iskljucivo zbog kupnje novog modela.. za vise informacija javite se na broj.. 385953666647.. moze se poslati i van splita nakon uplate.. nije fiksno ,41968609,12.11.2023.,96
107,algao,prodajem iphone 11 koristen 12 mjeseci hitno,Istarska,rabljeno,700,ocuvan nema ogrebotina,41523539,12.11.2023.,67
108,lukazg07,prodajem iphone 11 64 gb u odlicnom stanju,Grad Zagreb,rabljeno,250,prodajem iphone 11 64 gb u odlicnom stanju. mobitel ima na dnu ekrana malo ostecenje ali radi savrseno.,41965623,12.11.2023.,478
109,paolina516,iphone 11 128 gb,Istarska,rabljeno,270,ocuvani iphone 11 128 gb. zdravlje baterije 82%.nove originalne slusalice na poklon.,41964728,12.11.2023.,85
110,1982Ivan,iphone 11 64gb black,Grad Zagreb,rabljeno,300,na prodaju rabljen iphone 11 64 gb crne boje. nije razbija svi orginal dijelovi u njemu neotvaran. od prvog dana mobitel u flip case maskici tako da je maksimalno ocuvan. orginal kutija punjac i uz njega idu 2 rabljene flip case maskice i 2 potpuno nove maske. prodaja zbog kupnje novog uredaja,41627233,11.11.2023.,97
111,VanjaW12,iphone 11 64 gb,Grad Zagreb,rabljeno,230,u savrsenom stanju nema niti crtice uz njega dolazi kutija i punjac face id radi icloud otkljucan,40888302,11.11.2023.,1872
112,omis-duce,m o b i t e l apple iphone 11,Splitsko-dalmatinska,rabljeno,450,potpuno ispravni i ocuvani iphone 11 64 gb bijeli star 2 5 god zdravlje baterije 87%. uz mobitel poklanjam preko 20 ak maski kaljeno staklo.,41707419,11.11.2023.,65
113,v49k1,iphone 11,Istarska,rabljeno,300,koristeni mobitel. zdravlje baterije 83%. 128 gb.,41961348,11.11.2023.,53
114,iva_iva_iva,iphone 11 64gb space grey,Grad Zagreb,rabljeno,200,prodajem ocuvan iphone 11 64 gb space grey kupljen u americi. uz mobitel dolazi usb kabel u funkciji ali zalijepljen da ne bi doslo do pucanja kabela te eu adapter koji je bio dodatno kupljen u kutiji dolazi us adapter . zdravlje baterije je na 75%. uredjaj ima minimalnu ogrebotinu na prednjoj strani ekrana te u kutu mobitela vidi se na jednoj od slika. sve uredno radi te je mobitel nosen vecinom u maskici. molim sve upite putem poruke whatsapp a viber a na broj 091 4586 458.,41626774,11.11.2023.,791
115,ivana_ivana_,iphone 11 64gb,Splitsko-dalmatinska,rabljeno,300,prodajem iphone 11. mobitel je ocuvan. uz mobitel idu 2 original maskice karl i guess te dvije prozirne. na mobitelu se nalazi i zastitno kaljeno staklo novo stavljeno. kapacitet baterije je 90% molim ozbiljne kupce da se jave na broj mobitela poziv ili sms jer na njuskalo ne ulazim pa i ne vidim poruke odmah.,40946287,11.11.2023.,666
116,tehno shop vinkovci,iphone 11 250 00,Vukovarsko-srijemska,rabljeno,250,boja bijela baterija 80% placanje karticama cijena za gotovinu dostava pouzecem,33638099,10.11.2023.,2643
117,Petrov_,iphone 11 64gb,Splitsko-dalmatinska,rabljeno,259,iphone 11 64gb white super stanje nema ostecenja zdravlje baterije 81% ima racun kutija kabel i maska split dostava cijena nije fiksna 095 544 2900,41941286,10.11.2023.,113
118,RBogadi,iphone 11 64 gb crveni bez ogrebotine,Grad Zagreb,rabljeno,295,prodajem iphone 11 od 64 gb vrlo malo koristen bez ogrebotine prozirna maskica gratis mob 098 9188 918,41601506,10.11.2023.,622
